,index,d,lat,lon,time,apparentTemperature,cloudCover,cloudCoverError,data,dewPoint,dewPointError,humidity,humidityError,icon,isd-stations,precipIntensity,precipProbability,precipType,pressure,pressureError,sources,summary,temperature,temperatureError,units,visibility,visibilityError,windBearing,windBearingError,windSpeed,windSpeedError,fire
0,0,2016-06-21 09:35:21.000000,33.4237519861,-86.0464868062,1466510400,69.29,0.02,,,64.97,,0.86,,clear-day,,0,0,,1021.96,,,Clear,69.29,,,10,,232.0,,1.06,,0.0
1,1,2016-07-16 07:29:59.000000,42.8587633977,-103.161507063,1468670400,62.18,0.03,,,55.6,,0.79,,clear-day,,0,0,,1009.45,,,Clear,62.18,,,10,,175.0,,14.61,,0.0
2,2,2016-05-25 02:29:31.000000,34.1356377243,-73.9508076804,1464177600,69.25,0,,,62.45,,0.79,,clear-day,,0,0,,1022.91,,,Clear,69.25,,,10,,273.0,,8.97,,0.0
3,3,2016-05-14 01:05:10.000000,41.8999718511,-108.244800659,1463227200,31.58,0.32,,,31.49,,0.86,,partly-cloudy-day,,0,0,,1021.22,,,Partly Cloudy,35.13,,,10,,54.0,,4.11,,0.0
4,4,2016-08-19 17:24:06.000000,25.396932011,-69.5025112006,1471608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
5,5,2016-06-28 21:44:45.000000,46.0824735344,-97.8409818127,1467115200,54.88,0,,,50.51,,0.85,,clear-day,,0,0,,1024.87,,,Clear,54.88,,,10,,34.0,,4.53,,0.0
6,6,2016-06-08 23:29:38.000000,27.4919184289,-70.3000623923,1465387200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
7,7,2016-07-29 06:32:43.000000,42.3716582121,-98.3979734737,1469793600,63.44,0.39,,,61.17,,0.92,,partly-cloudy-day,,0.0053,0.23,rain,1017.71,,,Partly Cloudy,63.44,,,8.64,,6.0,,2.25,,0.0
8,8,2016-05-10 17:08:41.000000,36.3378669482,-81.4061643706,1462881600,60.64,0,,,55.78,,0.84,,clear-day,,0,0,,1019.75,,,Clear,60.64,,,9.64,,10.0,,3.59,,0.0
9,9,2016-08-03 10:26:33.000000,40.7426903665,-107.890935229,1470225600,56.35,0,,,42.72,,0.6,,clear-night,,0,0,,1014.75,,,Clear,56.35,,,10,,145.0,,3.41,,0.0
10,10,2016-08-19 20:32:12.000000,47.6900194348,-97.8372861433,1471608000,55.15,0.03,,,52.75,,0.92,,clear-day,,0,0,,1013.45,,,Clear,55.15,,,10,,325.0,,5.99,,0.0
11,11,2016-05-12 09:57:03.000000,45.6318524471,-107.089259538,1463054400,29.07,0.04,,,27.74,,0.76,,clear-day,,0,0,,1023.58,,,Clear,34.58,,,8.92,,192.0,,6.31,,0.0
12,12,2016-08-10 11:48:09.000000,42.7638679093,-71.0802536178,1470830400,71.7,0.86,,,63.03,,0.74,,partly-cloudy-day,,0,0,,1022.21,,,Mostly Cloudy,71.7,,,9.58,,186.0,,6.36,,0.0
13,13,2016-08-23 03:14:40.000000,34.0212544893,-87.6390318378,1471953600,70.55,0.13,,,67.53,,0.9,,clear-day,,0,0,,1024.43,,,Clear,70.55,,,8.59,,34.0,,2.34,,0.0
14,14,2016-07-17 15:24:13.000000,38.5825449552,-80.1849700013,1468756800,66.42,0.03,,,64.08,,0.92,,clear-day,,0,0,,1021.85,,,Clear,66.42,,,8.08,,289.0,,3.25,,0.0
15,15,2016-05-08 22:54:00.000000,37.8992106376,-74.1244103254,1462708800,59.22,0.06,,,54.61,,0.85,,clear-day,,0,0,,1005.84,,,Clear,59.22,,,10,,223.0,,7.01,,0.0
16,16,2016-07-05 21:23:00.000000,30.128506532,-103.61443033,1467720000,77.67,0,,,56.61,,0.48,,clear-night,,0,0,,1008.89,,,Clear,77.67,,,10,,176.0,,1.1,,0.0
17,17,2016-06-12 21:13:19.000000,35.9878680972,-112.370889176,1465732800,51.51,0,,,43.23,,0.73,,clear-night,,0,0,,1014.83,,,Clear,51.51,,,10,,59.0,,4.06,,0.0
18,18,2016-05-27 02:30:28.000000,47.0994208347,-110.266409638,1464350400,39.68,0.05,,,38.53,,0.88,,clear-day,,0,0,,1012.67,,,Clear,41.88,,,9.73,,191.0,,3.79,,0.0
19,19,2016-08-19 15:58:06.000000,48.038347316,-78.3899067207,1471608000,63.62,0.31,,,60.48,,0.9,,partly-cloudy-day,,0,0,,1013.37,,,Partly Cloudy,63.62,,,9.85,,191.0,,5.59,,0.0
20,20,2016-08-05 10:08:44.000000,34.5496613578,-86.3223162743,1470398400,74.31,0.13,,,72.45,,0.94,,clear-day,,0,0,,1015.05,,,Clear,74.31,,,8.59,,148.0,,2.13,,0.0
21,21,2016-09-20 22:05:12.000000,27.3515230967,-116.045320071,1474372800,79,,,,,,,,clear-night,,,,rain,1021.2,,,Clear,79,,,,,,,,,0.0
22,22,2016-07-30 16:10:10.000000,35.7861009772,-84.4681483014,1469880000,71.96,0.52,,,69.77,,0.93,,partly-cloudy-day,,0,0,,1015.69,,,Partly Cloudy,71.96,,,8.89,,217.0,,1.61,,0.0
23,23,2016-05-29 14:15:23.000000,34.6357413068,-123.844223634,1464523200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
24,24,2016-06-11 08:49:44.000000,47.7550229957,-75.9135832893,1465646400,45.89,,,,44.82,,0.89,,clear-day,,0,0,,1009.53,,,Clear,47.76,,,10,,166.0,,4.54,,0.0
25,25,2016-05-12 13:31:09.000000,30.7138554878,-96.1725304178,1463054400,69.97,0.23,,,69.3,,0.98,,clear-day,,0,0,,1017.99,,,Clear,69.97,,,3.57,,0.0,,2.37,,0.0
26,26,2016-07-02 16:36:05.000000,43.253707165,-104.630120073,1467460800,56.98,0.24,,,55.03,,0.93,,clear-day,,0,0,,1013.7,,,Clear,56.98,,,8.57,,207.0,,2.76,,0.0
27,27,2016-08-07 13:03:25.000000,33.1633629911,-95.6380655893,1470571200,77.43,0,,,72.81,,0.86,,clear-day,,0,0,,1013.17,,,Clear,77.43,,,9.82,,148.0,,3.13,,0.0
28,28,2016-07-29 18:13:18.000000,28.4129798439,-98.7221219473,1469793600,75.43,0.34,,,73.83,,0.95,,partly-cloudy-day,,0.001,0.01,rain,1014.72,,,Partly Cloudy,75.43,,,7.19,,118.0,,2.64,,0.0
29,29,2016-08-03 18:50:12.000000,34.0775243601,-91.5967079035,1470225600,77.35,0.06,,,74.91,,0.92,,clear-day,,0,0,,1016.68,,,Clear,77.35,,,8.36,,200.0,,3.21,,0.0
30,30,2016-06-12 12:00:07.000000,37.7402232406,-87.8819890194,1465732800,75.55,0.03,,,68.91,,0.8,,clear-day,,0,0,,1018.16,,,Clear,75.55,,,9.87,,247.0,,3.37,,0.0
31,31,2016-09-05 03:43:44.000000,26.8848838888,-89.7415463846,1473076800,92.24,0.08,,,75.55,,0.76,,clear-day,,0,0,,1017.84,,,Clear,83.86,,,9.17,,126.0,,10.88,,0.0
32,32,2016-06-10 13:15:47.000000,42.1312064449,-67.5023964989,1465560000,52.76,,,,47.62,,0.83,,fog,,,,rain,1009.14,,,Foggy,52.76,,,1.9,,320.0,,16.53,,0.0
33,33,2016-05-22 09:46:37.000000,49.186871999,-80.5407856047,1463918400,40.01,0.25,,,33.62,,0.73,,partly-cloudy-day,,0.0048,0.2,rain,1020.41,,,Partly Cloudy,41.45,,,9.83,,46.0,,3,,0.0
34,34,2016-08-01 04:52:23.000000,48.4230705598,-124.350725473,1470052800,53.8,0.7,,,51.07,,0.9,,partly-cloudy-night,,0,0,,1018.5,,,Mostly Cloudy,53.8,,,4.61,,278.0,,7.11,,0.0
35,35,2016-07-22 03:54:19.000000,28.6383617914,-70.9448632865,1469188800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
36,36,2016-06-09 07:06:56.000000,40.4543420272,-78.6550713111,1465473600,53.38,0.05,,,43.51,,0.69,,clear-day,,0,0,,1015.96,,,Clear,53.38,,,10,,280.0,,7.78,,0.0
37,37,2016-06-10 18:09:07.000000,25.7401245363,-96.4251204017,1465560000,78.31,0,,,75.78,,0.92,,clear-day,,0,0,,1012.33,,,Clear,78.31,,,7.52,,138.0,,3.25,,0.0
38,38,2016-07-05 23:54:13.000000,43.1179417232,-67.6564129166,1467720000,60.73,0.39,,,58.36,,0.92,,partly-cloudy-day,,0,0,,1010.17,,,Partly Cloudy,60.73,,,3.8,,202.0,,8.56,,0.0
39,39,2016-08-10 07:29:47.000000,31.2328483098,-83.0955923772,1470830400,76.07,0.27,,,74.49,,0.95,,partly-cloudy-day,,0,0,,1018.64,,,Partly Cloudy,76.07,,,9.15,,128.0,,6.2,,0.0
40,40,2016-09-09 09:31:43.000000,28.0671425462,-80.6760997557,1473422400,88.29,0.01,,,77.33,,0.89,,clear-day,,0,0,,1017.05,,,Clear,80.81,,,9.84,,64.0,,5.29,,0.0
41,41,2016-08-07 19:35:29.000000,34.9696014237,-119.674355221,1470571200,59.06,0.27,,,52.93,,0.8,,partly-cloudy-night,,0,0,,1010.58,,,Partly Cloudy,59.06,,,8.1,,358.0,,4.42,,0.0
42,42,2016-06-19 00:32:19.000000,32.0207383058,-112.607855849,1466337600,79.59,0.09,,,29.73,,0.16,,clear-night,,0,0,,1009.67,,,Clear,79.59,,,10,,90.0,,3.56,,0.0
43,43,2016-06-27 19:44:30.000000,27.4346671476,-91.7792444401,1467028800,90.88,0.03,,,74.47,,0.74,,rain,,0.0562,0.74,rain,1018.23,,,Light Rain,83.58,,,9.54,,1.0,,7.38,,0.0
44,44,2016-09-05 06:30:01.000000,41.8907902428,-89.4275761462,1473076800,64.98,0.17,,,62.55,,0.92,,clear-day,,0,0,,1019.29,,,Clear,64.98,,,9.9,,163.0,,6.41,,0.0
45,45,2016-07-30 19:34:07.000000,43.9254907759,-108.293089824,1469880000,58.69,0.01,,,45.9,,0.62,,clear-night,,0,0,,1010.27,,,Clear,58.69,,,9.59,,131.0,,1.76,,0.0
46,46,2016-05-11 22:54:47.000000,35.1553934262,-89.1426302336,1462968000,69.41,0.08,,,65.94,,0.89,,clear-day,,0,0,,1017.17,,,Clear,69.41,,,7.83,,184.0,,6.63,,0.0
47,47,2016-08-31 01:54:25.000000,49.3579142314,-81.2032129757,1472644800,55.1,0.87,,,53.27,,0.94,,partly-cloudy-day,,0,0,,1015.78,,,Mostly Cloudy,55.1,,,7.55,,300.0,,6.44,,0.0
48,48,2016-09-11 06:16:04.000000,43.5387987431,-71.0643602715,1473595200,71.53,1,,,68.7,,0.91,,cloudy,,0,0,,1009.23,,,Overcast,71.53,,,6.84,,201.0,,9.7,,0.0
49,49,2016-06-15 02:40:33.000000,28.099906627,-113.005431795,1465992000,72.48,0,,,50.45,,0.46,,clear-night,,0,0,,,,,Clear,72.48,,,10,,112.0,,8.25,,0.0
50,50,2016-09-01 00:49:33.000000,25.3267174213,-71.1816041379,1472731200,92.87,,,,75.99,,0.77,,clear-day,,,,rain,1018.9,,,Clear,84,,,,,140.0,,7,,0.0
51,51,2016-05-15 00:59:34.000000,43.4599084533,-79.2766896268,1463313600,30.2,1,,,31.06,,0.72,,wind,,0,0,,1010.77,,,Breezy and Overcast,39.46,,,9.73,,282.0,,18.32,,0.0
52,52,2016-05-30 04:22:55.000000,38.4843755008,-86.2267957593,1464609600,67.55,0.04,,,63.18,,0.86,,clear-day,,0,0,,1017.36,,,Clear,67.55,,,9.75,,310.0,,4.29,,0.0
53,53,2016-06-10 14:00:41.000000,36.816451782,-83.7746898215,1465560000,60.94,0.04,,,55.04,,0.81,,clear-day,,0,0,,1020.06,,,Clear,60.94,,,9.31,,113.0,,1.59,,0.0
54,54,2016-07-03 12:59:39.000000,24.9786957321,-100.116156885,1467547200,74.51,0.41,,,69.32,,0.84,,partly-cloudy-day,,0,0,,1013.38,,,Partly Cloudy,74.51,,,4.34,,148.0,,2.21,,0.0
55,55,2016-08-18 06:14:16.000000,48.2736558709,-120.291511023,1471521600,64.52,0,,,45.61,,0.5,,clear-night,,0,0,,1017.46,,,Clear,64.52,,,9.93,,341.0,,7.44,,0.0
56,56,2016-05-18 18:44:11.000000,36.1451494663,-112.391642202,1463572800,45.09,0.43,,,41.17,,0.79,,partly-cloudy-night,,0.0014,0.02,rain,1014.25,,,Partly Cloudy,47.4,,,10,,68.0,,5.12,,0.0
57,57,2016-05-16 05:16:30.000000,42.1528440245,-87.0474192015,1463400000,43.14,0.14,,,34.87,,0.58,,clear-day,,0,0,,1020.1,,,Clear,49.07,,,10,,199.0,,16.32,,0.0
58,58,2016-08-08 11:00:21.000000,27.5830136087,-88.4420088104,1470657600,94.17,,,,76.1,,0.75,,clear-day,,,,rain,1011.27,,,Clear,84.73,,,,,261.0,,9.75,,0.0
59,59,2016-07-11 11:44:14.000000,26.7553509026,-87.4968930966,1468238400,92.7,,,,74.09,,0.7,,clear-day,,,,rain,1018.2,,,Clear,85,,,,,139.0,,7.07,,0.0
60,60,2016-06-26 13:04:04.000000,37.0316597149,-88.3036659686,1466942400,77.33,0.04,,,73.12,,0.87,,clear-day,,0,0,,1018.59,,,Clear,77.33,,,9.69,,201.0,,4.63,,0.0
61,61,2016-09-20 15:04:47.000000,25.5785989553,-123.512445778,1474372800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
62,62,2016-08-02 22:06:50.000000,29.1015564939,-124.148015834,1470139200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
63,63,2016-05-14 20:44:54.000000,32.9125946482,-70.5881616624,1463227200,74,,,,71.84,,0.93,,clear-day,,,,rain,1015,,,Clear,74,,,,,200.0,,16,,0.0
64,64,2016-06-24 18:07:10.000000,39.6094539709,-108.10512337,1466769600,58.34,0,,,45.92,,0.63,,clear-day,,0,0,,1011.49,,,Clear,58.34,,,9.79,,88.0,,4.37,,0.0
65,65,2016-07-18 13:25:30.000000,28.275552652,-114.939543701,1468843200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
66,66,2016-05-17 07:22:20.000000,36.9292629432,-90.8891493869,1463486400,52.5,,,,51.08,,0.95,,rain,,0.0136,0.55,rain,1018.65,,,Drizzle,52.5,,,6.92,,69.0,,8.91,,0.0
67,67,2016-05-23 19:20:32.000000,32.02846592,-69.248895013,1464004800,75,,,,73.15,,0.94,,clear-day,,,,rain,1010.5,,,Clear,75,,,,,200.0,,18,,0.0
68,68,2016-07-19 15:14:21.000000,40.7583041968,-69.4789065641,1468929600,72.69,0.31,,,68.06,,0.85,,partly-cloudy-day,,0,0,,1015.6,,,Partly Cloudy,72.69,,,8.72,,264.0,,9.67,,0.0
69,69,2016-09-18 17:25:10.000000,36.9857584722,-83.2902444299,1474200000,69.33,0.31,,,65.4,,0.87,,rain,,0.0185,0.59,rain,1015.71,,,Light Rain,69.33,,,7.14,,125.0,,3.82,,0.0
70,70,2016-09-17 19:30:19.000000,33.4533505007,-83.5006222417,1474113600,68.56,0.06,,,66.13,,0.92,,clear-day,,0,0,,1020.91,,,Clear,68.56,,,8.82,,81.0,,5.06,,0.0
71,71,2016-05-13 08:23:12.000000,40.0884912113,-76.8736647503,1463140800,62.57,,,,59.4,,0.89,,clear-day,,0.0025,0.07,rain,1010.92,,,Clear,62.57,,,3.09,,171.0,,7.01,,0.0
72,72,2016-05-24 00:41:16.000000,44.9336058249,-120.505708875,1464091200,46.86,0.06,,,41.44,,0.81,,clear-night,,0,0,,1012.68,,,Clear,46.86,,,10,,214.0,,1.77,,0.0
73,73,2016-09-01 01:14:34.000000,41.202722021,-96.4389755348,1472731200,56.53,0,,,55.46,,0.96,,clear-day,,0,0,,1022.94,,,Clear,56.53,,,8.94,,358.0,,4.65,,0.0
74,74,2016-08-04 16:56:07.000000,35.2040275778,-107.794214011,1470312000,60.6,0.05,,,55.51,,0.83,,clear-night,,0,0,,1011.53,,,Clear,60.6,,,10,,113.0,,2.06,,0.0
75,75,2016-09-11 10:02:04.000000,49.4893116191,-83.1980201052,1473595200,42.01,0.62,,,44.61,,0.96,,partly-cloudy-day,,0,0,,1013.76,,,Mostly Cloudy,45.65,,,10,,262.0,,6.89,,0.0
76,76,2016-05-26 18:18:52.000000,34.5031793266,-108.045137908,1464264000,42.7,0.03,,,18.82,,0.38,,clear-night,,0,0,,1008.15,,,Clear,42.7,,,10,,188.0,,2.49,,0.0
77,77,2016-06-21 17:26:28.000000,37.7123201913,-83.9857127455,1466510400,75.12,0.11,,,66.31,,0.74,,clear-day,,0,0,,1016.89,,,Clear,75.12,,,9.83,,239.0,,7.24,,0.0
78,78,2016-08-14 04:52:44.000000,26.8659514218,-80.3884308646,1471176000,86.24,0.34,,,75.63,,0.85,,rain,,0.0077,0.39,rain,1018.23,,,Drizzle,80.51,,,8.6,,73.0,,8.49,,0.0
79,79,2016-09-01 21:25:55.000000,33.9737997152,-68.4228840856,1472731200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80,80,2016-09-10 03:32:26.000000,35.2268842641,-96.1912806982,1473508800,65.73,0.27,,,61.93,,0.88,,partly-cloudy-night,,0.0047,0.19,rain,1019.91,,,Partly Cloudy,65.73,,,9.84,,350.0,,5.83,,0.0
81,81,2016-06-03 07:07:35.000000,37.6117809881,-86.7725368497,1464955200,68.25,0.16,,,66.89,,0.95,,clear-day,,0,0,,1017.48,,,Clear,68.25,,,3.2,,,,0,,0.0
82,82,2016-08-02 06:56:56.000000,27.1591800998,-103.712912569,1470139200,68.68,0.31,,,62.86,,0.82,,partly-cloudy-night,,0,0,,1015.07,,,Partly Cloudy,68.68,,,7.58,,140.0,,2,,0.0
83,83,2016-07-05 11:13:00.000000,29.8409508214,-100.806530827,1467720000,77.35,0,,,70.97,,0.81,,clear-day,,0,0,,1011.71,,,Clear,77.35,,,8.58,,146.0,,7.57,,0.0
84,84,2016-07-03 05:08:11.000000,47.1382164995,-84.2403581323,1467547200,56.21,0.11,,,51.13,,0.83,,clear-day,,0,0,,1017.75,,,Clear,56.21,,,10,,184.0,,2.57,,0.0
85,85,2016-07-23 02:20:07.000000,34.9949657358,-116.44085961,1469275200,75.86,0.1,,,36.25,,0.24,,clear-night,,0,0,,1008.74,,,Clear,75.86,,,10,,273.0,,3.64,,0.0
86,86,2016-05-11 16:46:18.000000,43.6507699699,-118.504621239,1462968000,31.85,0,,,28.57,,0.78,,clear-night,,0,0,,1024.88,,,Clear,34.84,,,10,,127.0,,3.55,,0.0
87,87,2016-06-04 06:20:53.000000,46.6530168927,-97.4297739919,1465041600,57.95,0.67,,,55.55,,0.92,,partly-cloudy-day,,0,0,,1011.78,,,Mostly Cloudy,57.95,,,9.55,,340.0,,14.17,,0.0
88,88,2016-05-30 22:03:00.000000,44.6657255434,-79.2986150861,1464609600,65.33,0.08,,,57.66,,0.76,,clear-day,,0,0,,1012.82,,,Clear,65.33,,,9.49,,259.0,,9.88,,0.0
89,89,2016-07-29 17:04:27.000000,31.1975713415,-76.3097169691,1469793600,97.37,,,,80.05,,0.88,,clear-day,,,,rain,1016.2,,,Clear,84,,,,,240.0,,9,,0.0
90,90,2016-06-18 15:22:59.000000,39.0751232064,-82.3609877462,1466251200,65.87,0.05,,,59.57,,0.8,,clear-day,,0,0,,1021.83,,,Clear,65.87,,,9.65,,109.0,,3.95,,0.0
91,91,2016-06-23 23:36:43.000000,34.2925692046,-90.5284997534,1466683200,85.44,0,,,74.52,,0.82,,clear-day,,0,0,,1017.89,,,Clear,80.38,,,9.98,,204.0,,7.11,,0.0
92,92,2016-07-16 21:15:26.000000,30.3588221102,-81.7918191641,1468670400,76.54,0.17,,,74.45,,0.93,,clear-day,,0,0,,1020.94,,,Clear,76.54,,,9.06,,152.0,,2.25,,0.0
93,93,2016-07-18 17:59:40.000000,48.3084472287,-85.5854983525,1468843200,53.99,0.5,,,51.53,,0.91,,partly-cloudy-day,,0,0,,1015.51,,,Partly Cloudy,53.99,,,10,,321.0,,5.36,,0.0
94,94,2016-07-19 21:11:32.000000,48.714846408,-99.6148418473,1468929600,64.65,0.02,,,62.83,,0.94,,clear-day,,0,0,,1016.67,,,Clear,64.65,,,9.94,,153.0,,5.69,,0.0
95,95,2016-09-01 05:23:13.000000,46.955230299,-112.629860545,1472731200,60.37,0,,,43.36,,0.53,,clear-night,,0,0,,1009.72,,,Clear,60.37,,,9.75,,239.0,,1.55,,0.0
96,96,2016-07-12 20:42:24.000000,28.0648109853,-111.186338412,1468324800,94.66,0,,,76.89,,0.78,,clear-night,,0,0,,1010.75,,,Clear,84.54,,,7.23,,150.0,,8,,0.0
97,97,2016-05-22 03:00:50.000000,30.2798645523,-116.679873236,1463918400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
98,98,2016-08-29 16:54:52.000000,39.5233400729,-103.835454294,1472472000,58.47,0.14,,,47.33,,0.66,,clear-night,,0,0,,1017.37,,,Clear,58.47,,,10,,278.0,,4.5,,0.0
99,99,2016-06-14 22:18:45.000000,40.3188441232,-114.23774552,1465905600,54.57,0.07,,,42.21,,0.63,,clear-night,,0,0,,995.53,,,Clear,54.57,,,10,,172.0,,5.06,,0.0
100,100,2016-07-17 20:52:43.000000,34.8547609973,-108.292809921,1468756800,65.19,0.06,,,39.21,,0.38,,clear-night,,0,0,,1008.84,,,Clear,65.19,,,10,,190.0,,2.17,,0.0
101,101,2016-06-14 12:41:23.000000,25.0790182656,-105.632166376,1465905600,67.96,0.67,,,59.65,,0.75,,partly-cloudy-night,,0,0,,1013.6,,,Mostly Cloudy,67.96,,,3.23,,100.0,,2,,0.0
102,102,2016-06-11 21:03:42.000000,25.464406054,-106.684976235,1465646400,68.86,0.31,,,60.31,,0.74,,partly-cloudy-night,,0,0,,1015.23,,,Partly Cloudy,68.86,,,5.94,,120.0,,2,,0.0
103,103,2016-06-20 09:54:55.000000,43.2568045304,-104.959093184,1466424000,58.36,0.38,,,42.07,,0.55,,partly-cloudy-day,,0,0,,1024.2,,,Partly Cloudy,58.36,,,10,,26.0,,4.23,,0.0
104,104,2016-08-15 02:45:33.000000,40.3466011234,-96.3756073685,1471262400,62.41,0.04,,,60.38,,0.93,,clear-day,,0,0,,1017.34,,,Clear,62.41,,,9.47,,7.0,,1.15,,0.0
105,105,2016-08-10 10:38:51.000000,28.1455684238,-76.4247031007,1470830400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
106,106,2016-07-09 12:43:44.000000,32.4088657804,-84.0706207467,1468065600,85.13,0.06,,,73.38,,0.79,,clear-day,,0,0,,1017.04,,,Clear,80.49,,,10,,273.0,,5.88,,0.0
107,107,2016-08-06 20:31:49.000000,39.3170280297,-91.2162700905,1470484800,69.35,0.19,,,65.71,,0.88,,clear-day,,0,0,,1015.01,,,Clear,69.35,,,9.7,,4.0,,4.67,,0.0
108,108,2016-06-20 10:02:54.000000,32.1022088849,-95.4398573913,1466424000,73.42,0.07,,,72.23,,0.96,,clear-day,,0,0,,1021.47,,,Clear,73.42,,,8.49,,160.0,,2.92,,0.0
109,109,2016-07-16 17:46:36.000000,27.5565258123,-118.072254676,1468670400,80,,,,,,,,clear-night,,,,rain,1016.1,,,Clear,80,,,,,,,,,0.0
110,110,2016-07-04 07:00:12.000000,42.6982163065,-114.692940978,1467633600,59.87,0.06,,,42.57,,0.53,,clear-night,,0,0,,1011.84,,,Clear,59.87,,,10,,226.0,,5.77,,0.0
111,111,2016-07-28 22:28:55.000000,34.809856424,-78.5572257147,1469707200,89.57,0,,,74.74,,0.77,,clear-day,,0,0,,1014.11,,,Clear,82.64,,,10,,242.0,,7.19,,0.0
112,112,2016-06-29 08:13:02.000000,34.7816531718,-97.6111785468,1467201600,69.68,0.05,,,66.09,,0.88,,clear-day,,0,0,,1017.18,,,Clear,69.68,,,9.87,,267.0,,0.61,,0.0
113,113,2016-08-10 15:05:14.000000,36.4197102267,-74.760478367,1470830400,90.13,0,,,78.38,,0.91,,clear-day,,0,0,,1023.13,,,Clear,81.23,,,10,,145.0,,5.19,,0.0
114,114,2016-09-02 17:28:56.000000,25.1320050548,-88.8492577164,1472817600,99.11,,,,79.97,,0.85,,clear-day,,,,rain,1011.2,,,Clear,85,,,,,260.0,,4,,0.0
115,115,2016-05-19 05:50:07.000000,38.1975723972,-97.8160800855,1463659200,46.58,0.09,,,45.79,,0.89,,clear-day,,0,0,,1019.56,,,Clear,49.04,,,8.98,,124.0,,5.9,,0.0
116,116,2016-06-03 09:28:08.000000,42.6538288596,-88.8066940046,1464955200,59.13,0.17,,,55.14,,0.87,,clear-day,,0,0,,1018.37,,,Clear,59.13,,,10,,160.0,,2.57,,0.0
117,117,2016-07-18 10:41:25.000000,46.4115876029,-67.7911288791,1468843200,63.86,1,,,62.21,,0.94,,cloudy,,0,0,,1016.32,,,Overcast,63.86,,,7.64,,168.0,,5.51,,0.0
118,118,2016-05-08 12:04:53.000000,31.3048809598,-120.26155431,1462708800,59,,,,,,,,clear-night,,,,rain,1014,,,Clear,59,,,,,290.0,,7,,0.0
119,119,2016-07-11 00:42:46.000000,45.5217136984,-67.2756872584,1468238400,56.17,1,,,51.55,,0.84,,cloudy,,0,0,,1015.5,,,Overcast,56.17,,,9.8,,342.0,,6.55,,0.0
120,120,2016-07-20 19:15:51.000000,31.3059004055,-74.1708508067,1469016000,91.31,,,,76.17,,0.8,,clear-day,,,,rain,1021.5,,,Clear,83,,,,,220.0,,7,,0.0
121,121,2016-06-18 07:05:13.000000,35.5603413405,-89.2969969869,1466251200,73.13,0.02,,,67.62,,0.83,,clear-day,,0,0,,1016.68,,,Clear,73.13,,,9.53,,34.0,,5.85,,0.0
122,122,2016-06-12 18:08:00.000000,48.6991691285,-112.935195103,1465732800,38.55,0.09,,,33.25,,0.64,,clear-day,,0,0,,1017.51,,,Clear,44.62,,,10,,239.0,,12.3,,0.0
123,123,2016-09-05 11:39:25.000000,24.5504301778,-116.022149506,1473076800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
124,124,2016-06-15 00:55:35.000000,28.2480645325,-93.4138327601,1465992000,95.59,0.27,,,78.33,,0.83,,partly-cloudy-day,,0,0,,1015.62,,,Partly Cloudy,84.19,,,7.93,,188.0,,13.22,,0.0
125,125,2016-06-29 23:10:19.000000,24.6819067087,-121.592140181,1467201600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
126,126,2016-06-06 17:39:23.000000,31.7958724946,-67.8292314573,1465214400,78,,,,75.15,,0.91,,clear-day,,,,rain,1016.3,,,Clear,78,,,,,200.0,,11,,0.0
127,127,2016-07-09 04:35:48.000000,39.5189492371,-85.5673439425,1468065600,69.53,0.04,,,63.42,,0.81,,clear-day,,0,0,,1013.87,,,Clear,69.53,,,9.62,,288.0,,5.75,,0.0
128,128,2016-09-13 21:13:04.000000,31.5632579512,-85.7108934158,1473768000,71.73,0.15,,,69.95,,0.94,,clear-day,,0,0,,1018.03,,,Clear,71.73,,,9.44,,52.0,,5.93,,0.0
129,129,2016-08-18 22:28:26.000000,40.007442432,-96.6506251756,1471521600,71.37,0.06,,,65.19,,0.81,,rain,,0.0104,0.51,rain,1015.22,,,Drizzle,71.37,,,10,,177.0,,7.8,,0.0
130,130,2016-07-09 12:42:44.000000,26.8484947453,-77.3213018817,1468065600,92.09,0.31,,,77.46,,0.84,,partly-cloudy-day,,,,rain,1019.49,,,Partly Cloudy,82.83,,,6.2,,190.0,,5,,0.0
131,131,2016-08-13 04:12:47.000000,39.6470531905,-107.909667291,1471089600,47.34,0,,,29.94,,0.51,,clear-night,,0,0,,1018.32,,,Clear,47.34,,,9.83,,124.0,,2.3,,0.0
132,132,2016-07-24 21:51:07.000000,26.2053783302,-69.5764242329,1469361600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
133,133,2016-05-15 07:51:24.000000,48.2047469643,-92.5982062363,1463313600,29.12,0.18,,,27.39,,0.77,,clear-day,,0,0,,1016.53,,,Clear,33.81,,,10,,271.0,,5.09,,0.0
