,index,d,lat,lon,time,apparentTemperature,cloudCover,cloudCoverError,data,dewPoint,dewPointError,humidity,humidityError,icon,isd-stations,precipIntensity,precipProbability,precipType,pressure,pressureError,sources,summary,temperature,temperatureError,units,visibility,visibilityError,windBearing,windBearingError,windSpeed,windSpeedError,fire
782,782,2016-05-20 10:07:24.000000,42.1362659362,-102.363481313,1463745600,43.21,0.07,,,45.91,,0.92,,clear-day,,0,0,,1007.63,,,Clear,47.99,,,7.52,,167.0,,11,,0.0
783,783,2016-09-11 14:08:59.000000,31.6362150587,-90.8001509881,1473595200,72.59,0.15,,,70.09,,0.92,,clear-day,,0,0,,1018.51,,,Clear,72.59,,,7.63,,10.0,,2.9,,0.0
784,784,2016-06-02 03:43:09.000000,33.1494743337,-82.0100897592,1464868800,72.51,0,,,70.5,,0.93,,clear-day,,0,0,,1017.71,,,Clear,72.51,,,8.1,,342.0,,2.9,,0.0
785,785,2016-09-09 10:29:55.000000,43.2080782807,-119.810816563,1473422400,36.5,0,,,21.67,,0.5,,clear-night,,0,0,,1024.48,,,Clear,38.82,,,10,,25.0,,3.47,,0.0
786,786,2016-05-10 13:48:28.000000,36.7833515668,-112.158078096,1462881600,43.9,0.15,,,35.58,,0.69,,clear-night,,0,0,,1011.42,,,Clear,45.31,,,10,,17.0,,3.49,,0.0
787,787,2016-08-18 08:20:52.000000,48.1619442369,-94.8372206691,1471521600,63.42,0.18,,,60.88,,0.91,,clear-day,,0,0,,1013.55,,,Clear,63.42,,,9.21,,318.0,,0.75,,0.0
788,788,2016-08-31 15:10:32.000000,45.8597734589,-99.3094113807,1472644800,60.62,0.24,,,57.78,,0.9,,clear-night,,0.0031,0.1,rain,1022.45,,,Clear,60.62,,,10,,104.0,,7.4,,0.0
789,789,2016-07-03 15:19:02.000000,49.405977848,-67.6272132492,1467547200,53.62,1,,,49.83,,0.87,,rain,,0.0097,0.5,rain,1000.65,,,Drizzle and Breezy,53.62,,,9.53,,249.0,,20.7,,0.0
790,790,2016-09-17 23:27:31.000000,42.5023072841,-82.1952249442,1474113600,69.46,1,,,66.56,,0.9,,cloudy,,0.0035,0.12,rain,1013.7,,,Overcast,69.46,,,6.75,,218.0,,6.81,,0.0
791,791,2016-09-02 08:25:52.000000,46.0226336346,-83.7449842369,1472817600,53.54,0.01,,,51.17,,0.92,,clear-day,,0,0,,1027.35,,,Clear,53.54,,,10,,69.0,,2.83,,0.0
792,792,2016-08-23 08:56:23.000000,24.9386244768,-72.5059245684,1471953600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
793,793,2016-07-07 15:10:01.000000,28.6504751145,-100.69057598,1467892800,78.61,0.36,,,72.57,,0.82,,partly-cloudy-day,,0,0,,1013.39,,,Partly Cloudy,78.61,,,9.17,,134.0,,7.61,,0.0
794,794,2016-07-07 05:14:23.000000,43.0999890836,-79.1310761086,1467892800,72.9,0.31,,,68.11,,0.85,,partly-cloudy-day,,0,0,,1009.2,,,Partly Cloudy,72.9,,,10,,219.0,,7.8,,0.0
795,795,2016-09-13 20:53:45.000000,40.4375729385,-68.8762156286,1473768000,67.69,0,,,62.09,,0.82,,clear-day,,0,0,,1023.99,,,Clear,67.69,,,10,,243.0,,6.06,,0.0
796,796,2016-09-01 07:01:27.000000,42.1783533617,-94.1484274333,1472731200,54.3,0.02,,,53.29,,0.96,,clear-day,,0,0,,1022.68,,,Clear,54.3,,,9.8,,339.0,,1.97,,0.0
797,797,2016-08-21 14:44:15.000000,39.8244483363,-108.675762334,1471780800,48.25,0,,,33.24,,0.54,,clear-night,,0,0,,1013.8,,,Clear,49.3,,,10,,97.0,,3.75,,0.0
798,798,2016-09-01 07:27:09.000000,40.5743601287,-107.15348235,1472731200,47.48,0.18,,,35.31,,0.57,,clear-night,,0,0,,1016.31,,,Clear,49.95,,,9.92,,106.0,,6.26,,0.0
799,799,2016-09-07 19:27:28.000000,28.6102979025,-105.292356122,1473249600,66.25,0.62,,,63.61,,0.91,,partly-cloudy-night,,0,0,,1011.3,,,Mostly Cloudy,66.25,,,5.93,,295.0,,1.37,,0.0
800,800,2016-07-18 12:51:13.000000,24.8613416544,-95.9504483015,1468843200,88.7,0,,,78.52,,0.94,,clear-day,,0,0,,1017.8,,,Clear,80.42,,,7.65,,145.0,,5.96,,0.0
801,801,2016-08-09 21:55:05.000000,48.0431556498,-98.4157830101,1470744000,62.44,0.04,,,60.45,,0.93,,clear-day,,0,0,,1008.83,,,Clear,62.44,,,10,,296.0,,6.45,,0.0
802,802,2016-07-09 05:43:05.000000,42.6173989611,-74.8221673235,1468065600,65.9,0.93,,,62.55,,0.89,,partly-cloudy-day,,0.0052,0.22,rain,1009.53,,,Mostly Cloudy,65.9,,,8.73,,141.0,,6.43,,0.0
803,803,2016-06-09 07:05:29.000000,27.8709107572,-98.0835277538,1465473600,71.61,0.11,,,71.19,,0.99,,clear-day,,0,0,,1011.75,,,Clear,71.61,,,3.77,,359.0,,5.34,,0.0
804,804,2016-07-30 11:15:46.000000,30.5248831675,-104.704039252,1469880000,66.73,0,,,60.1,,0.79,,clear-night,,0,0,,1014.63,,,Clear,66.73,,,10,,137.0,,3.02,,0.0
805,805,2016-08-18 10:06:02.000000,30.4786603366,-108.705950297,1471521600,57.83,0.09,,,51.55,,0.8,,clear-night,,0,0,,1008.97,,,Clear,57.83,,,4.57,,115.0,,2.5,,0.0
806,806,2016-07-26 16:27:04.000000,32.4621735605,-87.353767813,1469534400,76.65,0,,,72.5,,0.87,,clear-day,,0,0,,1017.15,,,Clear,76.65,,,10,,97.0,,4.16,,0.0
807,807,2016-07-28 01:53:29.000000,40.8749896459,-89.2028678624,1469707200,72.21,0.18,,,70.25,,0.94,,clear-day,,0,0,,1013.01,,,Clear,72.21,,,7.56,,139.0,,3.89,,0.0
808,808,2016-07-17 11:59:07.000000,24.9809321462,-113.117460337,1468756800,70,,,,62.08,,0.76,,clear-night,,,,rain,1011.8,,,Clear,70,,,3.1,,,,,,0.0
809,809,2016-06-13 19:32:27.000000,40.4470685684,-105.506436759,1465819200,51.97,0.06,,,48.61,,0.88,,clear-day,,0,0,,1016.84,,,Clear,51.97,,,9.81,,216.0,,1.87,,0.0
810,810,2016-06-04 10:14:56.000000,38.6827879285,-80.616144991,1465041600,66.09,0.34,,,64.04,,0.93,,partly-cloudy-day,,0,0,,1016.24,,,Partly Cloudy,66.09,,,5.85,,347.0,,1.23,,0.0
811,811,2016-05-11 13:13:41.000000,43.8432970386,-99.5803930688,1462968000,43.65,0.19,,,39.61,,0.76,,clear-day,,0,0,,1016.27,,,Clear,46.91,,,10,,294.0,,6.62,,0.0
812,812,2016-08-26 23:25:07.000000,25.7933523961,-82.908181148,1472212800,78.87,0,,,75.76,,0.9,,clear-day,,0,0,,1014.7,,,Clear,78.87,,,10,,51.0,,7.48,,0.0
813,813,2016-06-25 14:19:35.000000,40.4110165031,-89.1325470612,1466856000,72,0,,,67.09,,0.85,,clear-day,,0,0,,1019,,,Clear,72,,,9.5,,150.0,,6.49,,0.0
814,814,2016-08-23 15:16:25.000000,37.2782539234,-111.739051959,1471953600,59.72,0.14,,,49.38,,0.69,,clear-night,,0,0,,1010.84,,,Clear,59.72,,,10,,129.0,,4.4,,0.0
815,815,2016-07-03 00:52:58.000000,32.2458725503,-119.714620417,1467547200,59.51,,,,56.71,,0.9,,clear-night,,0,0,,1016.32,,,Clear,59.51,,,8.04,,170.0,,4.21,,0.0
816,816,2016-07-20 19:41:56.000000,49.5136891211,-91.0965174714,1469016000,66.6,0.22,,,60.95,,0.82,,clear-day,,0,0,,1015.67,,,Clear,66.6,,,9.86,,190.0,,3.37,,0.0
817,817,2016-06-01 06:20:08.000000,28.6823916289,-89.8594133559,1464782400,84.11,0.28,,,71.3,,0.74,,partly-cloudy-day,,0,0,,1014.19,,,Partly Cloudy,80.36,,,10,,143.0,,10.13,,0.0
818,818,2016-07-29 17:03:57.000000,38.8890848458,-67.3179169995,1469793600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
819,819,2016-06-15 18:26:52.000000,32.5485969299,-123.181502384,1465992000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
820,820,2016-07-18 19:30:24.000000,47.6740233945,-87.4291329909,1468843200,57.23,,,,53.31,,0.87,,clear-day,,0,0,,1016.66,,,Clear,57.23,,,10,,316.0,,5.28,,0.0
821,821,2016-09-19 23:59:12.000000,41.317260969,-79.8276810633,1474286400,63.62,0.41,,,62,,0.94,,fog,,0,0,,1017.33,,,Foggy,63.62,,,1.73,,184.0,,3.24,,0.0
822,822,2016-06-02 11:58:29.000000,48.7357858047,-97.2173785665,1464868800,48.03,0.04,,,45.89,,0.92,,clear-day,,0.0011,0.02,rain,1015.98,,,Clear,48.03,,,10,,239.0,,1.9,,0.0
823,823,2016-08-08 17:23:19.000000,31.6847463262,-82.5020435866,1470657600,76.47,,,,75.46,,0.97,,clear-day,,0,0,,1011.05,,,Clear,76.47,,,5.3,,136.0,,4.29,,0.0
824,824,2016-09-11 19:53:59.000000,25.01321117,-81.2431893601,1473595200,93.2,,,,76.87,,0.8,,clear-day,,0,0,,1017.17,,,Clear,83.71,,,10,,128.0,,5.57,,0.0
825,825,2016-06-22 10:41:53.000000,36.1682420588,-70.5740251499,1466596800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
826,826,2016-07-03 20:28:09.000000,34.1848610163,-96.0663946085,1467547200,79.71,0.18,,,71.32,,0.76,,clear-day,,0,0,,1010.6,,,Clear,79.71,,,10,,187.0,,9.57,,0.0
827,827,2016-05-09 01:55:14.000000,37.9463751422,-95.4626841246,1462795200,64.61,0.23,,,59.96,,0.85,,rain,,0.0115,0.53,rain,1003.64,,,Drizzle,64.61,,,10,,170.0,,10.65,,0.0
828,828,2016-07-24 17:12:02.000000,48.4989340022,-75.9335150945,1469361600,54.52,0.52,,,50.65,,0.87,,partly-cloudy-day,,0,0,,1018.33,,,Partly Cloudy,54.52,,,9.81,,143.0,,0.51,,0.0
829,829,2016-09-15 22:44:15.000000,40.8424988717,-78.1303381321,1473940800,53.72,0.02,,,50.73,,0.9,,clear-day,,0,0,,1026.03,,,Clear,53.72,,,7.8,,60.0,,5.16,,0.0
830,830,2016-07-24 16:29:10.000000,42.1255832785,-78.4563122162,1469361600,68.18,0.04,,,60.49,,0.76,,clear-day,,0,0,,1016.75,,,Clear,68.18,,,10,,115.0,,2.29,,0.0
831,831,2016-06-29 16:07:12.000000,48.1458674619,-84.6025679676,1467201600,50.58,0.29,,,46.57,,0.86,,partly-cloudy-day,,0.0041,0.16,rain,1019.55,,,Partly Cloudy,50.58,,,10,,225.0,,2.82,,0.0
832,832,2016-07-09 22:48:38.000000,49.5860904624,-114.814466083,1468065600,49.25,0.34,,,44.24,,0.82,,partly-cloudy-day,,0,0,,1012.17,,,Partly Cloudy,49.65,,,9.51,,262.0,,3.03,,0.0
833,833,2016-09-13 03:16:30.000000,30.0768253882,-94.7995680919,1473768000,75.71,0.21,,,73.65,,0.93,,rain,,0.011,0.52,rain,1014.6,,,Drizzle,75.71,,,8.07,,64.0,,4.66,,0.0
834,834,2016-07-09 12:24:31.000000,35.348318974,-107.378282051,1468065600,59.18,0.09,,,41.02,,0.51,,clear-night,,0,0,,1013.46,,,Clear,59.18,,,9.77,,33.0,,1.4,,0.0
835,835,2016-08-14 09:20:53.000000,39.1218142862,-86.4515942016,1471176000,71.04,0.7,,,69.08,,0.94,,rain,,0.0812,0.78,rain,1016.34,,,Rain,71.04,,,3.66,,185.0,,3.79,,0.0
836,836,2016-08-19 16:37:48.000000,41.8396957053,-105.480567815,1471608000,52.26,0.37,,,50.35,,0.93,,partly-cloudy-night,,0,0,,1015.78,,,Partly Cloudy,52.26,,,8.77,,115.0,,3.31,,0.0
837,837,2016-05-09 21:42:14.000000,48.6573760031,-111.903006114,1462795200,28.46,,,,35.11,,0.9,,rain,,0.0263,0.64,rain,1008.19,,,Light Rain,37.81,,,8.74,,343.0,,16.85,,0.0
838,838,2016-09-10 11:54:29.000000,38.9709265357,-76.1833364146,1473508800,79.34,0.12,,,73.08,,0.81,,clear-day,,0,0,,1016.25,,,Clear,79.34,,,8.53,,229.0,,4.1,,0.0
839,839,2016-05-12 04:34:30.000000,41.4679927894,-67.8924666599,1463054400,52.37,0,,,47.55,,0.84,,clear-day,,0,0,,1021.04,,,Clear,52.37,,,10,,35.0,,2.41,,0.0
840,840,2016-05-20 01:07:38.000000,36.8350612337,-72.5056115833,1463745600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
841,841,2016-09-09 04:48:13.000000,34.9415315028,-77.3526996151,1473422400,74.94,0,,,71.2,,0.88,,clear-day,,0,0,,1018.15,,,Clear,74.94,,,9.09,,223.0,,5.64,,0.0
842,842,2016-08-20 20:29:41.000000,48.1483825625,-114.264060326,1471694400,43.57,0,,,40.25,,0.82,,clear-night,,0,0,,1017.28,,,Clear,45.35,,,9.93,,267.0,,3.91,,0.0
843,843,2016-06-26 09:00:04.000000,41.0952803346,-97.5706869022,1466942400,66.17,0,,,62.6,,0.88,,clear-day,,0,0,,1017.86,,,Clear,66.17,,,10,,322.0,,2.13,,0.0
844,844,2016-06-20 18:59:31.000000,32.5860969149,-83.9201926664,1466424000,67.97,0,,,62.35,,0.82,,clear-day,,0,0,,1026.02,,,Clear,67.97,,,10,,40.0,,2.03,,0.0
845,845,2016-06-20 07:17:41.000000,30.6179482065,-102.509391666,1466424000,67.91,0.03,,,61.72,,0.81,,clear-day,,0,0,,1018.36,,,Clear,67.91,,,10,,127.0,,5.15,,0.0
846,846,2016-06-01 12:24:59.000000,35.6086274751,-114.186667382,1464782400,66.19,0,,,29.66,,0.25,,clear-night,,0,0,,1007.55,,,Clear,66.19,,,10,,297.0,,1.99,,0.0
847,847,2016-05-16 14:02:19.000000,34.2553208511,-119.86636092,1463400000,55.72,0.1,,,53.62,,0.93,,clear-night,,0,0,,1012.76,,,Clear,55.72,,,9.02,,301.0,,5.23,,0.0
848,848,2016-07-06 16:51:42.000000,42.0382053572,-67.6124140285,1467806400,63.63,,,,62.26,,0.95,,fog,,,,rain,1009.68,,,Foggy,63.63,,,0.1,,257.0,,7.73,,0.0
849,849,2016-06-16 03:35:31.000000,31.832751047,-118.391300641,1466078400,58.81,0.11,,,52.6,,0.8,,clear-night,,0,0,,1015.46,,,Clear,58.81,,,9.34,,309.0,,6.1,,0.0
850,850,2016-07-05 12:02:15.000000,46.3877156159,-76.2932691497,1467720000,62.96,0.25,,,55.08,,0.75,,partly-cloudy-day,,0,0,,1008.32,,,Partly Cloudy,62.96,,,9.74,,259.0,,1.05,,0.0
851,851,2016-05-17 16:00:15.000000,25.5280443456,-67.2798254353,1463486400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
852,852,2016-08-16 07:06:29.000000,37.5883366013,-67.3730235617,1471348800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
853,853,2016-07-22 00:29:41.000000,26.7884361751,-85.2859764567,1469188800,91.13,,,,73.98,,0.72,,clear-day,,,,rain,1018.1,,,Clear,84,,,,,138.0,,8.87,,0.0
854,854,2016-09-02 19:03:00.000000,27.2695765228,-93.01256622,1472817600,98.28,0.18,,,78.18,,0.78,,clear-day,,0,0,,1011.68,,,Clear,85.8,,,9.58,,5.0,,8.38,,0.0
855,855,2016-06-26 13:21:35.000000,30.8968618129,-122.141889591,1466942400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
856,856,2016-09-08 22:36:56.000000,35.6798621019,-106.698485479,1473336000,51.93,0.28,,,46.46,,0.82,,partly-cloudy-night,,0,0,,1015.52,,,Partly Cloudy,51.93,,,8.11,,314.0,,2.45,,0.0
857,857,2016-07-21 18:21:34.000000,48.6856825329,-113.37708669,1469102400,52.29,0,,,43.84,,0.73,,clear-night,,0,0,,1018.15,,,Clear,52.29,,,9.76,,227.0,,5.32,,0.0
858,858,2016-05-16 15:53:43.000000,26.8729719285,-69.635271194,1463400000,77,,,,74.16,,0.91,,clear-day,,,,rain,1020,,,Clear,77,,,,,120.0,,7,,0.0
859,859,2016-08-16 15:19:26.000000,43.1189976064,-75.7273595317,1471348800,68.3,0.64,,,65.92,,0.92,,rain,,0.0389,0.69,rain,1020.21,,,Light Rain,68.3,,,9.2,,120.0,,6.59,,0.0
860,860,2016-07-18 13:55:56.000000,40.5491089287,-69.3763593212,1468843200,71.75,0.31,,,71.57,,0.99,,partly-cloudy-day,,0,0,,1019.8,,,Partly Cloudy,71.75,,,4.52,,206.0,,10.85,,0.0
861,861,2016-06-06 16:31:22.000000,43.7613042475,-71.2890069144,1465214400,60.13,0.6,,,56.8,,0.89,,partly-cloudy-day,,0,0,,1001.8,,,Mostly Cloudy,60.13,,,8.43,,227.0,,6.99,,0.0
862,862,2016-06-06 13:37:24.000000,45.9835025623,-90.9906885452,1465214400,54.3,0.31,,,50.31,,0.86,,partly-cloudy-day,,0,0,,1003.22,,,Partly Cloudy,54.3,,,10,,293.0,,8.12,,0.0
863,863,2016-08-22 04:43:33.000000,38.6914945343,-96.7041839225,1471867200,59.86,0.02,,,54.77,,0.83,,clear-day,,0,0,,1018.06,,,Clear,59.86,,,10,,164.0,,6.97,,0.0
864,864,2016-05-22 23:14:46.000000,42.7664952916,-106.997748605,1463918400,39.78,0.33,,,34.87,,0.74,,partly-cloudy-day,,0,0,,1009.14,,,Partly Cloudy,42.42,,,10,,196.0,,4.39,,0.0
865,865,2016-05-25 06:46:20.000000,25.2143105216,-123.805417856,1464177600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
866,866,2016-09-19 04:31:16.000000,47.8894095776,-105.881723895,1474286400,39.26,0,,,36.15,,0.77,,clear-night,,0,0,,1014.8,,,Clear,42.96,,,10,,257.0,,6.02,,0.0
867,867,2016-07-08 14:25:43.000000,49.1586232119,-120.374570746,1467979200,58.67,0.58,,,53.52,,0.83,,partly-cloudy-night,,0,0,,1009.62,,,Partly Cloudy,58.67,,,9.49,,163.0,,1.58,,0.0
868,868,2016-09-05 15:31:45.000000,39.998832644,-97.4025563822,1473076800,73.12,0.02,,,67.64,,0.83,,clear-night,,0,0,,1009.53,,,Clear,73.12,,,10,,179.0,,14.13,,0.0
869,869,2016-06-20 18:48:19.000000,28.1061246587,-123.199857729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,870,2016-08-12 01:51:35.000000,31.9810937537,-67.2095808981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,871,2016-06-08 23:38:12.000000,29.2808570874,-91.8405570678,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,872,2016-06-18 00:40:30.000000,49.6640152734,-86.7268068815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,873,2016-08-20 07:54:24.000000,29.6608772117,-81.4873451803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,874,2016-06-04 06:58:54.000000,30.6732965475,-85.0519616761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,875,2016-06-22 08:19:18.000000,35.5554370425,-97.7819911755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,876,2016-08-05 03:38:45.000000,24.8354215616,-70.3637721636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,877,2016-06-22 00:50:00.000000,30.6537228345,-113.530201841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,878,2016-05-08 13:25:32.000000,44.3104413963,-108.004683641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,879,2016-08-23 22:41:27.000000,42.1625251841,-67.8298593496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,880,2016-07-30 08:21:49.000000,39.2872883675,-76.0195824364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,881,2016-07-12 00:31:03.000000,33.9487320024,-123.554745798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,882,2016-05-12 16:00:46.000000,44.0487273764,-100.130927082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,883,2016-05-09 06:27:56.000000,38.8160554691,-112.859355309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,884,2016-06-17 21:54:20.000000,32.778068784,-85.28316942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,885,2016-06-20 02:34:55.000000,29.6590693106,-67.4304869069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,886,2016-05-10 06:52:36.000000,25.9873711098,-71.926848613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,887,2016-05-20 12:18:53.000000,33.9849998549,-80.6760626006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,888,2016-08-29 20:30:55.000000,39.5024985833,-87.2919337599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,889,2016-06-14 07:43:32.000000,48.0460152027,-67.9264888575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,890,2016-06-28 04:27:40.000000,26.7231449651,-81.7290636409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,891,2016-07-21 19:24:04.000000,42.7680701179,-78.4578700462,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,892,2016-09-10 10:29:41.000000,43.3292018442,-111.80536607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,893,2016-05-21 10:56:41.000000,33.0932884687,-114.539291201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,894,2016-07-14 04:08:34.000000,36.943519836,-123.932421707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,895,2016-08-28 15:45:39.000000,49.4083491715,-79.4582717158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,896,2016-08-09 23:21:00.000000,33.4681596437,-92.3880186315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,897,2016-05-27 03:47:02.000000,25.1771766016,-70.0710522308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,898,2016-05-09 03:17:50.000000,30.989969765,-113.586392324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,899,2016-06-28 04:12:05.000000,46.2948525772,-121.289071188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,900,2016-08-04 19:11:44.000000,29.0462777704,-100.295990366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,901,2016-08-18 13:43:25.000000,42.2342490497,-115.086851323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,902,2016-05-24 23:07:21.000000,40.8992608706,-75.7718148341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,903,2016-07-24 01:18:37.000000,42.046988844,-115.290967563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,904,2016-05-26 11:42:42.000000,44.8105942831,-113.536556524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,905,2016-08-01 13:29:52.000000,41.2339390486,-88.8813082941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,906,2016-07-29 23:02:32.000000,40.5029819718,-91.4820026801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,907,2016-06-24 23:55:36.000000,45.3608102495,-72.8401980746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,908,2016-06-20 13:04:07.000000,27.2360236812,-90.5804426342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,909,2016-09-08 06:39:42.000000,24.5927186577,-90.0617108891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,910,2016-06-20 06:45:11.000000,35.7354483266,-85.9275033227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,911,2016-08-24 10:35:58.000000,37.4224468235,-84.8415476814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,912,2016-07-30 10:06:56.000000,34.0754114549,-101.954796661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,913,2016-09-17 01:17:05.000000,27.2770873885,-121.059578707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,914,2016-08-09 07:21:47.000000,26.5384050828,-116.08796139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,915,2016-06-14 18:37:53.000000,34.873259287,-97.4189165938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,916,2016-08-30 16:02:45.000000,28.4347996862,-106.946262903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,917,2016-07-10 13:09:36.000000,31.1795473673,-108.072836608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,918,2016-06-19 06:42:08.000000,41.8121380739,-106.118784505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,919,2016-06-12 02:00:39.000000,35.8162070484,-91.8528177047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,920,2016-09-03 10:10:50.000000,36.1975225108,-119.243746104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,921,2016-09-14 12:56:28.000000,26.0019850345,-92.7765413234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,922,2016-07-05 16:45:54.000000,26.2065370627,-73.279346967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,923,2016-08-11 04:55:06.000000,46.9650771242,-117.565031933,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,924,2016-09-04 14:15:10.000000,34.9007553748,-115.109315051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,925,2016-06-03 00:59:36.000000,31.6501697134,-80.1915505768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,926,2016-08-29 01:55:44.000000,37.4602509384,-94.6722976143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,927,2016-08-22 09:19:17.000000,29.0854176942,-93.6076160583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,928,2016-06-11 07:24:59.000000,25.7224728105,-77.1310562572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,929,2016-05-19 01:11:04.000000,29.3819147075,-117.404571957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,930,2016-08-25 18:01:34.000000,33.8616428294,-123.160171974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,931,2016-07-17 12:53:04.000000,31.1436828042,-89.400863261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,932,2016-07-21 19:39:10.000000,41.3609520562,-114.085813405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,933,2016-06-14 02:39:39.000000,43.007672802,-73.3927608473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,934,2016-05-11 02:58:33.000000,34.9592636592,-74.7076669443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,935,2016-05-29 22:24:54.000000,27.9431223716,-121.44939178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,936,2016-08-27 12:52:38.000000,25.8176144969,-67.043857477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,937,2016-06-21 17:00:44.000000,49.4363097801,-98.7873650222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,938,2016-06-01 20:11:30.000000,41.6714367775,-90.3589476402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,939,2016-06-09 21:43:57.000000,42.3560323185,-79.1280239028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,940,2016-07-26 12:10:05.000000,29.4558891094,-88.0334471854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,941,2016-08-21 20:41:48.000000,40.3356952862,-93.4621380314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,942,2016-05-13 08:54:35.000000,29.2385933686,-69.2414059528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,943,2016-05-11 12:21:05.000000,41.5975910964,-85.2409788339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,944,2016-09-06 08:09:10.000000,30.020128123,-81.8609126467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,945,2016-08-02 20:26:08.000000,32.6295125636,-98.7405583397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
