"","FIRE_NAME","FIRE_DAY","FIRE_MONTH","FIRE_YEAR","DATA_SOURC","CAUSE","REPORTED_A","SIZE_CLASS","AGENCY","COMMENTS","IGNITION_D","CONT_DATE","REGION_NUM","FOREST_NUM","ICS_CODE","ACRES","HA","SIZE_CLASS_"
"199","",0,0,1947,"UNKNOWN",1,0,"F","USF","",19470000,19470000,5,15,"SNF",3020.12,1222.2,"1000-4999.9 acres"
"200","",0,0,1947,"UNKNOWN",1,0,"C","USF","",19470000,19470000,5,15,"SNF",53.87,21.8,"10-99.9 acres"
"201","",0,0,1947,"UNKNOWN",9,0,"E","USF","",19470000,19470000,5,6,"LNF",802.94,324.94,"300-999.9 acres"
"202","",0,0,1932,"UNKNOWN",9,0,"D","USF","",19320000,19320000,5,14,"SHF",110.52,44.72,"100-299.9 acres"
"203","",0,0,1932,"UNKNOWN",9,0,"E","USF","",19320000,19320000,5,14,"SHF",311.02,125.87,"300-999.9 acres"
"204","",0,0,1932,"UNKNOWN",9,0,"D","USF","",19320000,19320000,5,14,"SHF",214.4,86.77,"100-299.9 acres"
"205","HAYSTACK",4,9,1955,"UNKNOWN",1,0,"G","USF","",19550904,19550000,5,5,"KNF",59639.93,24135.42,"5000+ acres"
"206","RIVER",20,7,2005,"GPS Ground",9,11.5,"C","USF","",20050720,20050720,5,13,"SQF",11.64,4.71,"10-99.9 acres"
"207","BRECK",29,7,2005,"GPS Ground",9,72,"C","USF","",20050729,20050729,5,13,"SQF",74.45,30.13,"10-99.9 acres"
"208","KOA",5,7,2005,"GPS Ground",9,69,"C","USF","",20050705,20050705,5,13,"SQF",70.52,28.54,"10-99.9 acres"
"209","NINE",9,7,2005,"GPS Ground",9,1149,"F","USF","",20050709,20050710,5,13,"SQF",1149.69,465.26,"1000-4999.9 acres"
"210","WALKER",7,8,2005,"GPS Ground",1,30,"C","USF","",20050807,20050807,5,13,"SQF",41.05,16.61,"10-99.9 acres"
"211","NORTH",24,7,2005,"HD",1,22,"C","USF","",20050724,20050925,5,13,"SQF",21.96,8.89,"10-99.9 acres"
"212","CRAG",24,7,2005,"GPS Ground",1,1185,"F","USF","",20050724,20051015,5,13,"SQF",1185.2,479.63,"1000-4999.9 acres"
"213","BARTON",16,11,2005,"GPS Air",1,71,"C","USF","",20051116,20050707,5,12,"BDF",69.79,28.24,"10-99.9 acres"
"214","WOOLEY",20,9,2005,"MIXED",1,3225,"F","USF","",20050920,20050921,5,5,"KNF",3224.14,1304.76,"1000-4999.9 acres"
"215","ALAMOS",4,9,2005,"HD",9,15,"C","USF","",20050904,20050904,5,1,"ANF",14.92,6.04,"10-99.9 acres"
"216","ROCKY",16,9,2005,"GPS Ground",9,30,"C","USF","",20050916,20050915,5,14,"LNF",24.13,9.77,"10-99.9 acres"
"217","BLACK ROCK",9,8,2005,"HD",9,35,"C","USF","",20050809,20050810,5,15,"SNF",33.08,13.39,"10-99.9 acres"
"218","PILE",20,11,2005,"HD",7,10.97,"C","USF","",20051120,20051121,5,10,"SRF",10.99,4.45,"10-99.9 acres"
"219","FREDS",16,10,2005,"HD",9,10,"C","USF","",20051016,20051018,5,7,"LPF",7.2,2.91,"10-99.9 acres"
"220","FAIRWAY",6,8,2005,"HD",8,27,"C","USF","",20050806,20050808,5,7,"LPF",26.5,10.72,"10-99.9 acres"
"221","",0,0,1923,"UNKNOWN",9,0,"F","USF","",19230000,19230000,5,14,"SHF",2957.81,1196.98,"1000-4999.9 acres"
"222","",0,0,1949,"UNKNOWN",9,0,"E","USF","",19490000,19490000,5,11,"PNF",896.14,362.65,"300-999.9 acres"
"223","",0,0,1949,"UNKNOWN",1,0,"E","USF","",19490000,19490000,5,11,"PNF",772.51,312.62,"300-999.9 acres"
"224","",0,0,1949,"UNKNOWN",9,0,"D","USF","",19490000,19490000,5,11,"PNF",238.81,96.64,"100-299.9 acres"
"225","",0,0,1949,"UNKNOWN",1,0,"D","USF","",19490000,19490000,5,11,"PNF",256.44,103.78,"100-299.9 acres"
"226","",0,0,1949,"UNKNOWN",9,0,"E","USF","",19490000,19490000,5,11,"PNF",302.33,122.35,"300-999.9 acres"
"227","",0,0,1949,"UNKNOWN",1,0,"D","USF","",19490000,19490000,5,11,"PNF",154.19,62.4,"100-299.9 acres"
"228","",0,0,1949,"UNKNOWN",1,0,"C","USF","",19490000,19490000,5,11,"PNF",30.95,12.53,"10-99.9 acres"
"229","",0,0,1949,"UNKNOWN",1,0,"C","USF","",19490000,19490000,5,11,"PNF",20.77,8.41,"10-99.9 acres"
"230","PIRU",13,8,1951,"UNKNOWN",9,0,"F","USF","",19510813,19510000,5,7,"LPF",1303.07,527.33,"1000-4999.9 acres"
"231","",0,0,1911,"UNKNOWN",1,0,"D","USF","",19110000,19110000,5,15,"SNF",113.56,45.96,"100-299.9 acres"
"232","HAMILTON",22,9,1951,"UNKNOWN",4,0,"C","USF","",19510922,19510000,5,10,"SRF",14.15,5.73,"10-99.9 acres"
"233","SNOWDEN",18,6,1951,"UNKNOWN",3,0,"C","USF","",19510618,19510000,5,5,"KNF",73.74,29.84,"10-99.9 acres"
"234","DEER LICK",4,8,1951,"UNKNOWN",1,0,"C","USF","",19510804,19510000,5,5,"KNF",11.73,4.75,"10-99.9 acres"
"235","TWIN CREEKS",4,8,1951,"UNKNOWN",1,0,"D","USF","",19510804,19510000,5,5,"KNF",124.5,50.38,"100-299.9 acres"
"236","BISHOP",18,8,1951,"UNKNOWN",1,0,"E","USF","",19510818,19510000,5,5,"KNF",620.11,250.95,"300-999.9 acres"
"237","513",18,18,1951,"UNKNOWN",1,0,"E","USF","",19511818,19510000,5,5,"KNF",327.93,132.71,"300-999.9 acres"
"238","ROCK CREEK",19,8,1951,"UNKNOWN",1,0,"C","USF","",19510819,19510000,5,5,"KNF",9.68,3.92,"10-99.9 acres"
"239","PONY PEAK",19,8,1951,"UNKNOWN",1,0,"F","USF","",19510819,19510000,5,5,"KNF",4883.33,1976.21,"1000-4999.9 acres"
"240","LITTLE S. FORK",21,8,1951,"UNKNOWN",1,0,"C","USF","",19510821,19510000,5,5,"KNF",12.72,5.15,"10-99.9 acres"
"241","MILL CREEK",21,8,1951,"UNKNOWN",1,0,"C","USF","",19510821,19510000,5,5,"KNF",19.04,7.71,"10-99.9 acres"
"242","METHODIST #2",21,8,1951,"UNKNOWN",1,0,"B","USF","",19510821,19510000,5,5,"KNF",5.49,2.22,"0.26-9.9 acres"
"243","IRVING",25,9,1951,"UNKNOWN",3,0,"C","USF","",19510925,19510000,5,5,"KNF",25.31,10.24,"10-99.9 acres"
"244","",0,0,1925,"UNKNOWN",1,0,"C","USF","",19250000,19250000,5,13,"SQF",38.79,15.7,"10-99.9 acres"
"245","",0,0,1925,"UNKNOWN",1,0,"B","USF","",19250000,19250000,5,13,"SQF",4.97,2.01,"0.26-9.9 acres"
"246","",0,0,1925,"UNKNOWN",1,0,"C","USF","",19250000,19250000,5,13,"SQF",18.96,7.67,"10-99.9 acres"
"247","",0,0,1925,"UNKNOWN",9,0,"C","USF","",19250000,19250000,5,2,"CNF",12.75,5.16,"10-99.9 acres"
"248","",0,0,1925,"UNKNOWN",9,0,"D","USF","",19250000,19250000,5,2,"CNF",268.75,108.76,"100-299.9 acres"
"249","",0,0,1925,"UNKNOWN",9,0,"G","USF","",19250000,19250000,5,2,"CNF",6179.7,2500.83,"5000+ acres"
"250","",0,0,1925,"UNKNOWN",9,0,"E","USF","",19250000,19250000,5,2,"CNF",418.5,169.36,"300-999.9 acres"
"251","",0,0,1926,"UNKNOWN",9,0,"D","USF","",19260000,19260000,5,7,"LPF",194.37,78.66,"100-299.9 acres"
"252","",0,0,1926,"UNKNOWN",9,0,"D","USF","",19260000,19260000,5,7,"LPF",291.55,117.98,"100-299.9 acres"
"253","",0,0,1926,"UNKNOWN",9,0,"C","USF","",19260000,19260000,5,2,"CNF",80.45,32.56,"10-99.9 acres"
"254","",0,0,1926,"UNKNOWN",9,0,"D","USF","",19260000,19260000,5,2,"CNF",119.39,48.32,"100-299.9 acres"
"255","",0,0,1929,"UNKNOWN",9,0,"D","USF","",19290000,19290000,5,2,"CNF",189.89,76.84,"100-299.9 acres"
"256","",0,0,1929,"UNKNOWN",9,0,"C","USF","",19290000,19290000,5,2,"CNF",48.5,19.63,"10-99.9 acres"
"257","",0,0,1929,"UNKNOWN",9,0,"D","USF","",19290000,19290000,5,2,"CNF",113.32,45.86,"100-299.9 acres"
"258","",0,0,1929,"UNKNOWN",9,0,"C","USF","",19290000,19290000,5,9,"MDF",11.49,4.65,"10-99.9 acres"
"259","COFFEE MILL",13,5,1929,"UNKNOWN",1,0,"C","USF","",19290513,19290000,5,9,"MDF",18.5,7.49,"10-99.9 acres"
"260","PAGE PLACE",9,8,1929,"UNKNOWN",9,0,"E","USF","",19290809,19290000,5,9,"MDF",427.37,172.95,"300-999.9 acres"
"261","SUGAR HILL",22,7,1929,"UNKNOWN",9,0,"G","USF","",19290722,19290000,5,9,"MDF",8824.67,3571.22,"5000+ acres"
"262","SUGARHILL2",5,8,1929,"UNKNOWN",9,0,"D","USF","",19290805,19290000,5,9,"MDF",298.82,120.93,"100-299.9 acres"
"263","RATTLESNAKE",1,8,1929,"UNKNOWN",4,0,"C","USF","",19290801,19290000,5,10,"SRF",63.72,25.79,"10-99.9 acres"
"264","OREGON MTN.",22,8,1929,"UNKNOWN",3,0,"B","USF","",19290822,19290000,5,10,"SRF",3.98,1.61,"0.26-9.9 acres"
"265","FRENCH HILL",1,9,1929,"UNKNOWN",5,0,"D","USF","",19290901,19290000,5,10,"SRF",229,92.67,"100-299.9 acres"
"266","OWL GULCH",10,7,1929,"UNKNOWN",5,0,"B","USF","",19290710,19290000,5,10,"SRF",2.99,1.21,"0.26-9.9 acres"
"267","YOUNGS PRAIRIE",16,8,1929,"UNKNOWN",5,0,"B","USF","",19290816,19290000,5,10,"SRF",3.98,1.61,"0.26-9.9 acres"
"268","MC HALES GULCH #1",19,8,1929,"UNKNOWN",5,0,"C","USF","",19290819,19290000,5,10,"SRF",17.92,7.25,"10-99.9 acres"
"269","MC HALES GULCH #3",19,8,1929,"UNKNOWN",5,0,"C","USF","",19290819,19290000,5,10,"SRF",19.91,8.06,"10-99.9 acres"
"270","HOPKINS RIDGE #1",24,8,1929,"UNKNOWN",5,0,"C","USF","",19290824,19290000,5,10,"SRF",17.92,7.25,"10-99.9 acres"
"271","CROWDER FL.",12,7,1919,"UNKNOWN",1,0,"C","USF","",19190712,19190000,5,9,"MDF",15,6.07,"10-99.9 acres"
"272","HOUSEHOLDER",29,7,1919,"UNKNOWN",9,0,"C","USF","",19190729,19190000,5,9,"MDF",20.58,8.33,"10-99.9 acres"
"273","HACKAMORE",21,5,1919,"UNKNOWN",1,0,"C","USF","",19190521,19190000,5,9,"MDF",32.95,13.34,"10-99.9 acres"
"274","21 MILE POST",6,5,1919,"UNKNOWN",5,0,"C","USF","",19190506,19190000,5,10,"SRF",29.87,12.09,"10-99.9 acres"
"275","MONKEY CREEK",29,6,1919,"UNKNOWN",5,0,"C","USF","",19190629,19190000,5,10,"SRF",44.81,18.13,"10-99.9 acres"
"276","SHELLY CREEK",28,7,1919,"UNKNOWN",5,0,"C","USF","",19190728,19190000,5,10,"SRF",11.95,4.84,"10-99.9 acres"
"277","PEARCH CREEK",14,8,1919,"UNKNOWN",9,0,"B","USF","",19190814,19190000,5,10,"SRF",6.97,2.82,"0.26-9.9 acres"
"278","OAK FLAT",13,7,1919,"UNKNOWN",8,0,"B","USF","",19190713,19190000,5,10,"SRF",6.97,2.82,"0.26-9.9 acres"
"279","",26,8,1919,"UNKNOWN",5,0,"C","USF","",19190826,19190000,5,10,"SRF",24.89,10.07,"10-99.9 acres"
"280","BRYANTS MILL",27,5,1920,"UNKNOWN",9,0,"F","USF","",19200527,19200000,5,3,"ENF",1664.61,673.64,"1000-4999.9 acres"
"281","",0,0,1920,"UNKNOWN",9,0,"C","USF","",19200000,19200000,5,3,"ENF",28.37,11.48,"10-99.9 acres"
"282","",0,0,1928,"UNKNOWN",9,0,"F","USF","",19280000,19280000,5,7,"LPF",1534.47,620.98,"1000-4999.9 acres"
"283","",0,0,1928,"UNKNOWN",9,0,"F","USF","",19280000,19280000,5,7,"LPF",4780.87,1934.75,"1000-4999.9 acres"
"284","",0,0,1928,"UNKNOWN",9,0,"G","USF","",19280000,19280000,5,7,"LPF",18127.76,7336.05,"5000+ acres"
"285","",0,0,1928,"UNKNOWN",9,0,"E","USF","",19280000,19280000,5,7,"LPF",804.56,325.59,"300-999.9 acres"
"286","",0,0,1928,"UNKNOWN",9,0,"E","USF","",19280000,19280000,5,7,"LPF",307.41,124.41,"300-999.9 acres"
"287","",0,0,1928,"UNKNOWN",9,0,"F","USF","",19280000,19280000,5,7,"LPF",1583.15,640.68,"1000-4999.9 acres"
"288","",0,0,1928,"UNKNOWN",9,0,"D","USF","",19280000,19280000,5,7,"LPF",248.4,100.52,"100-299.9 acres"
"289","CHIMINEAS",1,7,2005,"GPS Ground",9,90,"C","USF","",20050701,20050703,5,7,"LPF",100.32,40.6,"10-99.9 acres"
"290","PORTAL",21,7,2005,"GPS Air",1,62.58,"C","USF","",20050721,20050723,5,4,"INF",62.61,25.34,"10-99.9 acres"
"291","ROCK",5,8,2005,"GPS Ground",9,11.67,"C","USF","",20050805,20050805,5,4,"INF",11.67,4.72,"10-99.9 acres"
"292","HOGBACK",22,7,2005,"GPS Air",1,743,"E","USF","",20050722,20050805,5,4,"INF",655.03,265.08,"300-999.9 acres"
"293","PINYON",22,7,2005,"GPS Air",1,150,"D","USF","",20050722,20050824,5,4,"INF",154.76,62.63,"100-299.9 acres"
"294","BLAISDELL",31,8,2005,"MIXED",4,5493,"G","USF","",20050831,20050831,5,12,"BDF",5491.79,2222.45,"5000+ acres"
"295","GEARY",4,9,2005,"GPS Ground",7,175,"D","USF","",20050904,20050908,5,5,"SRF",175.41,70.99,"100-299.9 acres"
"296","THURMAN",5,10,2005,"MIXED",10,935,"E","USF","",20051005,20051006,5,12,"BDF",938.66,379.86,"300-999.9 acres"
"297","SKYE",6,10,2005,"GPS Ground",19,230,"D","USF","",20051006,20051010,5,2,"CNF",230.2,93.16,"100-299.9 acres"
"298","RIDGE",31,7,2005,"HD",1,16,"C","USF","",20050731,20050731,5,2,"CNF",17.04,6.9,"10-99.9 acres"
"299","DEER",9,8,2005,"GPS Air",2,1700,"F","USF","",20050809,20050818,5,8,"MNF",1719.76,695.96,"1000-4999.9 acres"
"300","WISHON",27,7,2005,"GPS Ground",9,22,"C","USF","",20050727,20050727,5,13,"SQF",39.16,15.85,"10-99.9 acres"
"301","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,6,"LNF",517.35,209.37,"300-999.9 acres"
"302","",0,0,1918,"UNKNOWN",9,0,"F","USF","",19180000,19180000,5,6,"LNF",2034.73,823.43,"1000-4999.9 acres"
"303","",0,0,1918,"UNKNOWN",9,0,"D","USF","",19180000,19180000,5,6,"LNF",299.12,121.05,"100-299.9 acres"
"304","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,6,"LNF",653.02,264.27,"300-999.9 acres"
"305","",0,0,1918,"UNKNOWN",1,0,"E","USF","",19180000,19180000,5,6,"LNF",710.37,287.48,"300-999.9 acres"
"306","",0,0,1918,"UNKNOWN",9,0,"F","USF","",19180000,19180000,5,6,"LNF",1312.21,531.03,"1000-4999.9 acres"
"307","",0,0,1918,"UNKNOWN",9,0,"C","USF","",19180000,19180000,5,13,"SQF",22.96,9.29,"10-99.9 acres"
"308","",0,0,1918,"UNKNOWN",1,0,"E","USF","",19180000,19180000,5,13,"SQF",553.42,223.96,"300-999.9 acres"
"309","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,13,"SQF",748.11,302.75,"300-999.9 acres"
"310","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,13,"SQF",656.05,265.49,"300-999.9 acres"
"311","",0,0,1918,"UNKNOWN",9,0,"C","USF","",19180000,19180000,5,2,"CNF",85.8,34.72,"10-99.9 acres"
"312","",0,0,1918,"UNKNOWN",1,0,"C","USF","",19180000,19180000,5,9,"MDF",35.86,14.51,"10-99.9 acres"
"313","",0,0,1918,"UNKNOWN",1,0,"C","USF","",19180000,19180000,5,9,"MDF",74.87,30.3,"10-99.9 acres"
"314","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,9,"MDF",812.13,328.66,"300-999.9 acres"
"315","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,9,"MDF",417.43,168.93,"300-999.9 acres"
"316","",0,0,1918,"UNKNOWN",9,0,"E","USF","",19180000,19180000,5,9,"MDF",651.01,263.46,"300-999.9 acres"
"317","BADGER SP.",13,6,1918,"UNKNOWN",1,0,"D","USF","",19180613,19180000,5,9,"MDF",227.45,92.04,"100-299.9 acres"
"318","MUD SPRING",2,9,1918,"UNKNOWN",1,0,"C","USF","",19180902,19180000,5,9,"MDF",22.91,9.27,"10-99.9 acres"
"319","MILL CREEK",16,6,1918,"UNKNOWN",1,0,"D","USF","",19180616,19180000,5,9,"MDF",261.25,105.72,"100-299.9 acres"
"320","GROUSE MOUNTAIN",13,11,1936,"UNKNOWN",5,0,"C","USF","",19361113,19360000,5,10,"SRF",56.88,23.02,"10-99.9 acres"
"321","WILSON",26,10,1936,"UNKNOWN",5,0,"D","USF","",19361026,19360000,5,10,"SRF",189.31,76.61,"100-299.9 acres"
"322","ROCK",27,11,1936,"UNKNOWN",5,0,"C","USF","",19361127,19360000,5,10,"SRF",47.65,19.28,"10-99.9 acres"
"323","LAMPLEY",26,11,1936,"UNKNOWN",5,0,"F","USF","",19361126,19360000,5,10,"SRF",1626.06,658.04,"1000-4999.9 acres"
"324","HAYPRESS",9,3,1944,"UNKNOWN",4,0,"C","USF","",19440309,19440000,5,5,"KNF",55.06,22.28,"10-99.9 acres"
"325","RIVERVIEW",25,8,1944,"UNKNOWN",3,0,"C","USF","",19440825,19440000,5,5,"KNF",76.74,31.06,"10-99.9 acres"
"326","PEACH ORCHARD",20,9,1944,"UNKNOWN",5,0,"D","USF","",19440920,19440000,5,5,"KNF",125.02,50.59,"100-299.9 acres"
"327","BOARDMAN",0,0,1944,"UNKNOWN",2,0,"G","USF","",19440000,19440000,5,8,"MNF",19510.32,7895.55,"5000+ acres"
"328","THOMAS CREEK",0,0,1944,"UNKNOWN",2,0,"E","USF","",19440000,19440000,5,8,"MNF",722.87,292.54,"300-999.9 acres"
"329","JORDAN FLAT",0,0,1944,"UNKNOWN",2,0,"G","USF","",19440000,19440000,5,8,"MNF",11796.69,4773.95,"5000+ acres"
"330","BEVINS FLAT",0,0,1944,"UNKNOWN",2,0,"F","USF","",19440000,19440000,5,8,"MNF",3144.19,1272.41,"1000-4999.9 acres"
"331","JOHN ALLEY RIDGE",0,0,1944,"UNKNOWN",2,0,"F","USF","",19440000,19440000,5,8,"MNF",1049.88,424.87,"1000-4999.9 acres"
"332","GRAHAM GULCH",2,4,1944,"UNKNOWN",5,0,"D","USF","",19440402,19440000,5,5,"KNF",150.26,60.81,"100-299.9 acres"
"333","",0,0,1915,"UNKNOWN",9,0,"D","USF","",19150000,19150000,5,7,"LPF",143.66,58.14,"100-299.9 acres"
"334","",0,0,1915,"UNKNOWN",9,0,"C","USF","",19150000,19150000,5,7,"LPF",78.63,31.82,"10-99.9 acres"
"335","",0,0,1915,"UNKNOWN",9,0,"E","USF","",19150000,19150000,5,7,"LPF",411.62,166.58,"300-999.9 acres"
"336","",0,0,1915,"UNKNOWN",9,0,"E","USF","",19150000,19150000,5,7,"LPF",702.34,284.23,"300-999.9 acres"
"337","",0,0,1915,"UNKNOWN",9,0,"E","USF","",19150000,19150000,5,7,"LPF",302.84,122.55,"300-999.9 acres"
"338","",0,0,1915,"UNKNOWN",9,0,"D","USF","",19150000,19150000,5,2,"CNF",157.83,63.87,"100-299.9 acres"
"339","RED CAP",17,7,1917,"UNKNOWN",1,0,"F","USF","",19170717,19170000,5,10,"SRF",1810.21,732.56,"1000-4999.9 acres"
"340","",0,0,1926,"UNKNOWN",9,0,"C","USF","",19260000,19260000,5,3,"ENF",14.95,6.05,"10-99.9 acres"
"341","BASSI FORK",7,9,1926,"UNKNOWN",9,0,"D","USF","",19260907,19260000,5,3,"ENF",120.26,48.67,"100-299.9 acres"
"342","",0,0,1926,"UNKNOWN",9,0,"E","USF","",19260000,19260000,5,3,"ENF",734.13,297.09,"300-999.9 acres"
"343","",0,0,1926,"UNKNOWN",9,0,"E","USF","",19260000,19260000,5,3,"ENF",549.95,222.56,"300-999.9 acres"
"344","",0,0,1926,"UNKNOWN",9,0,"C","USF","",19260000,19260000,5,3,"ENF",34.45,13.94,"10-99.9 acres"
"345","",0,0,1926,"UNKNOWN",9,0,"C","USF","",19260000,19260000,5,3,"ENF",19.68,7.97,"10-99.9 acres"
"346","SLATE CREEK",30,8,1928,"UNKNOWN",5,0,"F","USF","",19280830,19280000,5,10,"SRF",1141.1,461.79,"1000-4999.9 acres"
"347","BIG ROCK",1,8,1928,"UNKNOWN",5,0,"D","USF","",19280801,19280000,5,10,"SRF",104.98,42.48,"100-299.9 acres"
"348","BLACK MOUNTAIN",27,8,1928,"UNKNOWN",5,0,"D","USF","",19280827,19280000,5,10,"SRF",206.57,83.6,"100-299.9 acres"
"349","CAMP CREEK",13,7,1928,"UNKNOWN",5,0,"C","USF","",19280713,19280000,5,10,"SRF",51.81,20.97,"10-99.9 acres"
"350","CAMP CREEK #2",23,7,1928,"UNKNOWN",5,0,"D","USF","",19280723,19280000,5,10,"SRF",190.59,77.13,"100-299.9 acres"
"351","KIBBY PEAK",0,0,1928,"UNKNOWN",2,0,"F","USF","",19280000,19280000,5,8,"MNF",3287.99,1330.6,"1000-4999.9 acres"
"352","ROCKBOUND",25,6,1961,"UNKNOWN",1,0,"C","USF","",19610625,19610000,5,3,"ENF",13.05,5.28,"10-99.9 acres"
"353","",0,0,1961,"UNKNOWN",9,0,"D","USF","",19610000,19610000,5,3,"ENF",174.77,70.73,"100-299.9 acres"
"354","",0,0,1941,"UNKNOWN",9,0,"C","USF","",19410000,19410000,5,13,"SQF",29.85,12.08,"10-99.9 acres"
"355","",0,0,1941,"UNKNOWN",1,0,"F","USF","",19410000,19410000,5,13,"SQF",2970.44,1202.1,"1000-4999.9 acres"
"356","",0,0,1941,"UNKNOWN",9,0,"E","USF","",19410000,19410000,5,13,"SQF",934.33,378.11,"300-999.9 acres"
"357","",0,0,1941,"UNKNOWN",9,0,"D","USF","",19410000,19410000,5,2,"CNF",176.93,71.6,"100-299.9 acres"
"358","",0,0,1941,"UNKNOWN",9,0,"F","USF","",19410000,19410000,5,2,"CNF",2784.65,1126.91,"1000-4999.9 acres"
"359","",0,0,1941,"UNKNOWN",9,0,"C","USF","",19410000,19410000,5,2,"CNF",94.21,38.13,"10-99.9 acres"
"360","SHIELDS CR.",3,8,1947,"UNKNOWN",9,0,"E","USF","",19470803,19470000,5,9,"MDF",476.56,192.86,"300-999.9 acres"
"361","",0,0,1914,"UNKNOWN",1,0,"D","USF","",19140000,19140000,5,2,"CNF",270.84,109.6,"100-299.9 acres"
"362","",0,0,1914,"UNKNOWN",9,0,"C","USF","",19140000,19140000,5,2,"CNF",69.5,28.12,"10-99.9 acres"
"363","",0,0,1914,"UNKNOWN",9,0,"F","USF","",19140000,19140000,5,2,"CNF",1146.24,463.87,"1000-4999.9 acres"
"364","",0,0,1914,"UNKNOWN",1,0,"C","USF","",19140000,19140000,5,9,"MDF",22.57,9.13,"10-99.9 acres"
"365","",0,0,1914,"UNKNOWN",1,0,"C","USF","",19140000,19140000,5,9,"MDF",76.33,30.89,"10-99.9 acres"
"366","JUNIPER SP.",26,9,1914,"UNKNOWN",1,0,"C","USF","",19140926,19140000,5,9,"MDF",12.51,5.06,"10-99.9 acres"
"367","MT.BIDWELL2",14,8,1914,"UNKNOWN",9,0,"C","USF","",19140814,19140000,5,9,"MDF",35.08,14.2,"10-99.9 acres"
"368","MT.BIDWELL1",10,8,1914,"UNKNOWN",9,0,"C","USF","",19140810,19140000,5,9,"MDF",19.09,7.72,"10-99.9 acres"
"369","DRY CR. BASI",28,9,1914,"UNKNOWN",9,0,"B","USF","",19140928,19140000,5,9,"MDF",1.12,0.45,"0.26-9.9 acres"
"370","N/A",20,3,1914,"UNKNOWN",4,0,"C","USF","",19140320,19140000,5,10,"SRF",29.87,12.09,"10-99.9 acres"
"371","N/A",4,7,1914,"UNKNOWN",4,0,"B","USF","",19140704,19140000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"372","IKES CREEK",25,8,1914,"UNKNOWN",8,0,"B","USF","",19140825,19140000,5,10,"SRF",3.98,1.61,"0.26-9.9 acres"
"373","",22,7,1914,"UNKNOWN",9,0,"C","USF","",19140722,19140000,5,10,"SRF",9.96,4.03,"10-99.9 acres"
"374","",0,0,1921,"UNKNOWN",9,0,"G","USF","",19210000,19210000,5,7,"LPF",63909.78,25863.37,"5000+ acres"
"375","",0,0,1921,"UNKNOWN",9,0,"G","USF","",19210000,19210000,5,7,"LPF",5930.74,2400.09,"5000+ acres"
"376","",0,0,1921,"UNKNOWN",9,0,"G","USF","",19210000,19210000,5,7,"LPF",11089.53,4487.77,"5000+ acres"
"377","",0,0,1921,"UNKNOWN",9,0,"D","USF","",19210000,19210000,5,7,"LPF",237.4,96.07,"100-299.9 acres"
"378","",0,0,1921,"UNKNOWN",9,0,"G","USF","",19210000,19210000,5,7,"LPF",8289.19,3354.51,"5000+ acres"
"379","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,7,"LPF",369.17,149.4,"300-999.9 acres"
"380","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,7,"LPF",362.97,146.89,"300-999.9 acres"
"381","",0,0,1921,"UNKNOWN",9,0,"F","USF","",19210000,19210000,5,7,"LPF",1242.37,502.77,"1000-4999.9 acres"
"382","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,2,"CNF",492.59,199.34,"300-999.9 acres"
"383","",0,0,1921,"UNKNOWN",1,0,"C","USF","",19210000,19210000,5,2,"CNF",82.59,33.42,"10-99.9 acres"
"384","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,2,"CNF",477.14,193.09,"300-999.9 acres"
"385","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,2,"CNF",788.27,319,"300-999.9 acres"
"386","",0,0,1921,"UNKNOWN",9,0,"F","USF","",19210000,19210000,5,2,"CNF",1827.98,739.76,"1000-4999.9 acres"
"387","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,2,"CNF",753.51,304.93,"300-999.9 acres"
"388","",0,0,1921,"UNKNOWN",9,0,"E","USF","",19210000,19210000,5,2,"CNF",660.94,267.47,"300-999.9 acres"
"389","SLATE CREEK",27,8,1923,"UNKNOWN",1,0,"B","USF","",19230827,19230000,5,10,"SRF",3.98,1.61,"0.26-9.9 acres"
"390","",26,3,1923,"UNKNOWN",5,0,"C","USF","",19230326,19230000,5,10,"SRF",31.12,12.59,"10-99.9 acres"
"391","",0,0,1924,"UNKNOWN",9,0,"E","USF","",19240000,19240000,5,2,"CNF",768.86,311.15,"300-999.9 acres"
"392","",0,0,1924,"UNKNOWN",9,0,"F","USF","",19240000,19240000,5,2,"CNF",1787.61,723.42,"1000-4999.9 acres"
"393","",0,0,1924,"UNKNOWN",1,0,"E","USF","",19240000,19240000,5,9,"MDF",523.53,211.87,"300-999.9 acres"
