"","FIRE_NAME","FIRE_DAY","FIRE_MONTH","FIRE_YEAR","DATA_SOURC","CAUSE","REPORTED_A","SIZE_CLASS","AGENCY","COMMENTS","IGNITION_D","CONT_DATE","REGION_NUM","FOREST_NUM","ICS_CODE","ACRES","HA","SIZE_CLASS_"
"2621","DEEP CANYON",14,7,1942,"UNKNOWN",9,0,"E","USF","",19420714,19420000,5,9,"MDF",794.36,321.47,"300-999.9 acres"
"2622","VAN HORNE",1,7,1942,"UNKNOWN",1,0,"B","USF","",19420701,19420000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2623","BIG HUNTER",1,7,1942,"UNKNOWN",1,0,"B","USF","",19420701,19420000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2624","TEN MILE",19,8,1942,"UNKNOWN",1,0,"C","USF","",19420819,19420000,5,5,"KNF",95.18,38.52,"10-99.9 acres"
"2625","TRESTLE",20,9,1942,"UNKNOWN",3,0,"C","USF","",19420920,19420000,5,5,"KNF",15.08,6.1,"10-99.9 acres"
"2626","",0,0,1943,"UNKNOWN",9,0,"D","USF","",19430000,19430000,5,7,"LPF",102.37,41.43,"100-299.9 acres"
"2627","",0,0,1959,"UNKNOWN",9,0,"F","USF","",19590000,19590000,5,17,"TNF",4277.53,1731.05,"1000-4999.9 acres"
"2628","",0,0,1959,"UNKNOWN",9,0,"C","USF","",19590000,19590000,5,17,"TNF",41.39,16.75,"10-99.9 acres"
"2629","",0,0,1973,"UNKNOWN",9,0,"D","USF","",19730000,19730000,5,2,"CNF",146.41,59.25,"100-299.9 acres"
"2630","",13,7,1973,"UNKNOWN",1,0,"C","USF","",19730713,19730000,4,21,"TOI",18.75,7.59,"10-99.9 acres"
"2631","",27,7,1973,"UNKNOWN",1,0,"D","USF","",19730727,19730000,4,21,"TOI",213.46,86.38,"100-299.9 acres"
"2632","",1,11,1973,"UNKNOWN",9,0,"D","USF","",19731101,19730000,4,21,"TOI",189.32,76.62,"100-299.9 acres"
"2633","MILL CREEK",1,9,1960,"UNKNOWN",5,45,"C","USF","",19600901,19600901,5,17,"TNF",41.63,16.85,"10-99.9 acres"
"2634","",0,0,1960,"UNKNOWN",1,0,"C","USF","",19600000,19600000,5,17,"TNF",82.81,33.51,"10-99.9 acres"
"2635","",0,0,1960,"UNKNOWN",9,0,"D","USF","",19600000,19600000,5,17,"TNF",131.28,53.13,"100-299.9 acres"
"2636","",0,0,1960,"UNKNOWN",1,0,"F","USF","",19600000,19600000,5,17,"TNF",4502.17,1821.96,"1000-4999.9 acres"
"2637","YELLOW HOUND",7,8,1960,"UNKNOWN",3,24,"C","USF","",19600807,19600807,5,17,"TNF",19.87,8.04,"10-99.9 acres"
"2638","",0,0,1967,"UNKNOWN",5,0,"D","USF","",19670000,19670000,5,17,"TNF",157.22,63.62,"100-299.9 acres"
"2639","",26,7,1973,"UNKNOWN",1,0,"C","USF","",19730726,19730000,4,21,"TOI",92.28,37.34,"10-99.9 acres"
"2640","MARLOW",2,9,1972,"UNKNOWN",1,4,"B","USF","",19720902,19720903,5,10,"SRF",3.98,1.61,"0.26-9.9 acres"
"2641","BASIN",24,10,1972,"UNKNOWN",2,0,"C","USF","",19721024,19720000,5,10,"SRF",8.96,3.63,"10-99.9 acres"
"2642","",24,10,1972,"UNKNOWN",5,0,"B","USF","",19721024,19720000,5,10,"SRF",6.97,2.82,"0.26-9.9 acres"
"2643","",12,8,1990,"UNKNOWN",1,0,"C","USF","",19900812,19900000,5,13,"SQF",17.63,7.14,"10-99.9 acres"
"2644","SANDBAG",7,8,1990,"UNKNOWN",1,120,"D","USF","",19900807,19900810,5,13,"SQF",110.48,44.71,"100-299.9 acres"
"2645","STEVE",14,10,1990,"UNKNOWN",9,75,"C","USF","",19901014,19901017,5,13,"SQF",69.62,28.18,"10-99.9 acres"
"2646","DEER",22,5,1990,"UNKNOWN",4,29,"C","USF","",19900522,19900524,5,13,"SQF",20.97,8.49,"10-99.9 acres"
"2647","TOWER ROCK",27,10,1990,"UNKNOWN",4,0,"C","USF","",19901027,19900000,5,4,"INF",45.83,18.55,"10-99.9 acres"
"2648","CROWDER MT.",12,7,1990,"UNKNOWN",1,1925,"F","USF","",19900712,19900906,5,9,"MDF",1481.77,599.65,"1000-4999.9 acres"
"2649","LAKESHORE",12,7,1990,"UNKNOWN",1,175,"D","USF","",19900712,19900713,5,9,"MDF",185.81,75.19,"100-299.9 acres"
"2650","",0,0,1928,"UNKNOWN",9,0,"F","USF","",19280000,19280000,5,17,"TNF",1242.24,502.72,"1000-4999.9 acres"
"2651","",0,0,1953,"UNKNOWN",9,0,"C","USF","",19530000,19530000,5,2,"CNF",80.77,32.69,"10-99.9 acres"
"2652","",0,0,1953,"UNKNOWN",9,0,"C","USF","",19530000,19530000,5,2,"CNF",84.04,34.01,"10-99.9 acres"
"2653","CALIENTE",15,6,1953,"UNKNOWN",9,0,"E","CDF","",19530615,19530000,5,2,"MVU",689.02,278.83,"300-999.9 acres"
"2654","BRONCO FLATS",4,10,1953,"UNKNOWN",9,0,"G","CDF","",19531004,19530000,5,2,"MVU",8817.26,3568.22,"5000+ acres"
"2655","HELL HOLE",22,6,1964,"UNKNOWN",9,0,"C","USF","",19640622,19640000,5,3,"ENF",21.95,8.88,"10-99.9 acres"
"2656","",0,0,1969,"UNKNOWN",1,0,"E","USF","",19690000,19690000,5,13,"SQF",576.52,233.31,"300-999.9 acres"
"2657","",0,0,1969,"UNKNOWN",9,0,"F","USF","",19690000,19690000,5,13,"SQF",1165.31,471.59,"1000-4999.9 acres"
"2658","",0,0,1969,"UNKNOWN",1,0,"B","USF","",19690000,19690000,5,13,"SQF",8.38,3.39,"0.26-9.9 acres"
"2659","",0,0,1969,"UNKNOWN",9,0,"C","USF","",19690000,19690000,5,2,"CNF",52.48,21.24,"10-99.9 acres"
"2660","",0,0,1969,"UNKNOWN",9,0,"C","USF","",19690000,19690000,5,2,"CNF",63.35,25.64,"10-99.9 acres"
"2661","",0,0,1969,"UNKNOWN",9,0,"G","USF","",19690000,19690000,5,2,"CNF",15756.62,6376.48,"5000+ acres"
"2662","",0,0,1969,"UNKNOWN",9,0,"D","USF","",19690000,19690000,5,2,"CNF",106.68,43.17,"100-299.9 acres"
"2663","SLAUGHTER",30,8,1981,"UNKNOWN",9,0,"D","USF","",19810830,19810000,5,2,"CNF",111.43,45.09,"100-299.9 acres"
"2664","ASSIST #59",15,6,1981,"UNKNOWN",9,0,"G","USF","",19810615,19810000,5,2,"CNF",7310.69,2958.53,"5000+ acres"
"2665","ASSIST #72",22,7,1981,"UNKNOWN",9,0,"E","USF","",19810722,19810000,5,2,"CNF",696.38,281.81,"300-999.9 acres"
"2666","DEHESA",3,8,1981,"UNKNOWN",9,0,"D","USF","",19810803,19810000,5,2,"CNF",106.34,43.04,"100-299.9 acres"
"2667","ASSIST #11",15,6,1981,"UNKNOWN",9,0,"D","USF","",19810615,19810000,5,2,"CNF",261.1,105.66,"100-299.9 acres"
"2668","MANZANITA #2",5,7,1981,"UNKNOWN",9,0,"C","USF","",19810705,19810000,5,2,"CNF",18.26,7.39,"10-99.9 acres"
"2669","PROCTOR #2",22,6,1981,"UNKNOWN",9,0,"C","USF","",19810622,19810000,5,2,"CNF",72.12,29.18,"10-99.9 acres"
"2670","OTAY #8",21,10,1981,"UNKNOWN",9,0,"C","USF","",19811021,19810000,5,2,"CNF",89.37,36.17,"10-99.9 acres"
"2671","CANYON",23,7,1981,"UNKNOWN",9,0,"C","USF","",19810723,19810000,5,2,"CNF",31.83,12.88,"10-99.9 acres"
"2672","CULP",24,5,1981,"UNKNOWN",9,0,"C","USF","",19810524,19810000,5,2,"CNF",46.73,18.91,"10-99.9 acres"
"2673","",6,7,1981,"UNKNOWN",8,0,"C","USF","",19810706,19810000,4,21,"TOI",14.62,5.92,"10-99.9 acres"
"2674","",9,8,1981,"UNKNOWN",1,0,"G","USF","",19810809,19810000,4,21,"TOI",5138.48,2079.47,"5000+ acres"
"2675","",9,8,1981,"UNKNOWN",1,0,"G","USF","",19810809,19810000,4,21,"TOI",5951.09,2408.32,"5000+ acres"
"2676","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,7,"LPF",445.35,180.23,"300-999.9 acres"
"2677","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,7,"LPF",590.35,238.91,"300-999.9 acres"
"2678","",0,0,1943,"UNKNOWN",9,0,"F","USF","",19430000,19430000,5,7,"LPF",3578.02,1447.97,"1000-4999.9 acres"
"2679","",0,0,1943,"UNKNOWN",1,0,"C","USF","",19430000,19430000,5,2,"CNF",83.4,33.75,"10-99.9 acres"
"2680","",0,0,1943,"UNKNOWN",9,0,"F","USF","",19430000,19430000,5,2,"CNF",3910.77,1582.63,"1000-4999.9 acres"
"2681","",0,0,1943,"UNKNOWN",9,0,"G","USF","",19430000,19430000,5,2,"CNF",5983.22,2421.32,"5000+ acres"
"2682","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,2,"CNF",390.02,157.84,"300-999.9 acres"
"2683","",0,0,1943,"UNKNOWN",9,0,"F","USF","",19430000,19430000,5,2,"CNF",4055.98,1641.4,"1000-4999.9 acres"
"2684","",0,0,1943,"UNKNOWN",9,0,"G","USF","",19430000,19430000,5,2,"CNF",13707.28,5547.14,"5000+ acres"
"2685","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,2,"CNF",985.34,398.75,"300-999.9 acres"
"2686","",0,0,1943,"UNKNOWN",9,0,"C","USF","",19430000,19430000,5,2,"CNF",44.55,18.03,"10-99.9 acres"
"2687","",0,0,1943,"UNKNOWN",9,0,"F","USF","",19430000,19430000,5,2,"CNF",4835.81,1956.98,"1000-4999.9 acres"
"2688","DALES\SOAP BUTTES",11,7,1943,"UNKNOWN",9,0,"G","USF","",19430711,19430000,5,6,"LNF",17350.65,7021.56,"5000+ acres"
"2689","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,9,"MDF",386.35,156.35,"300-999.9 acres"
"2690","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,9,"MDF",451.71,182.8,"300-999.9 acres"
"2691","HOLE-IN-ROCK",18,7,1943,"UNKNOWN",1,0,"E","USF","",19430718,19430000,5,9,"MDF",706.86,286.06,"300-999.9 acres"
"2692","",19,8,1956,"UNKNOWN",1,0,"D","USF","",19560819,19560000,4,21,"TOI",242.79,98.25,"100-299.9 acres"
"2693","",1,9,1956,"UNKNOWN",3,0,"D","USF","",19560901,19560000,4,21,"TOI",122.46,49.56,"100-299.9 acres"
"2694","OUTSIDE ORIGIN DELUZ",26,7,1982,"UNKNOWN",9,0,"C","USF","",19820726,19820000,5,2,"CNF",90.91,36.79,"10-99.9 acres"
"2695","STEWART",6,8,1982,"UNKNOWN",9,0,"D","USF","",19820806,19820000,5,2,"CNF",247.22,100.04,"100-299.9 acres"
"2696","RICE",11,7,1982,"UNKNOWN",9,0,"C","USF","",19820711,19820000,5,2,"CNF",41.68,16.87,"10-99.9 acres"
"2697","LOCAL ASSIST #12",6,9,1982,"UNKNOWN",9,0,"C","USF","",19820906,19820000,5,2,"CNF",39.46,15.97,"10-99.9 acres"
"2698","BALLENA",9,10,1982,"UNKNOWN",9,95,"C","USF","",19821009,19821010,5,2,"CNF",225.32,91.19,"10-99.9 acres"
"2699","STORM",24,7,1982,"UNKNOWN",1,0,"D","USF","",19820724,19820000,5,2,"CNF",154.18,62.39,"100-299.9 acres"
"2700","LOCAL ASSIST #22",14,10,1982,"UNKNOWN",9,0,"E","USF","",19821014,19820000,5,2,"CNF",350.91,142.01,"300-999.9 acres"
"2701","OTAY #2",4,6,1982,"UNKNOWN",9,0,"D","USF","",19820604,19820000,5,2,"CNF",111.46,45.11,"100-299.9 acres"
"2702","",0,0,1982,"UNKNOWN",9,0,"D","USF","",19820000,19820000,5,2,"CNF",121.47,49.16,"100-299.9 acres"
"2703","BLUE",23,5,1982,"UNKNOWN",9,300,"E","USF","",19820523,19820526,5,9,"MDF",316.94,128.26,"300-999.9 acres"
"2704","",6,8,1977,"UNKNOWN",9,280,"D","USF","",19770806,19770806,5,12,"BDF",266.33,107.78,"100-299.9 acres"
"2705","HURDY GURDY",21,9,1953,"UNKNOWN",1,0,"B","USF","",19530921,19530000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2706","COOPER CREEK",24,9,1953,"UNKNOWN",1,0,"B","USF","",19530924,19530000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2707","KNIGHT",2,8,1953,"UNKNOWN",5,0,"B","USF","",19530802,19530000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2708","SIMS",12,8,1953,"UNKNOWN",1,0,"B","USF","",19530812,19530000,5,10,"SRF",6.97,2.82,"0.26-9.9 acres"
"2709","",0,0,1955,"UNKNOWN",9,0,"E","USF","",19550000,19550000,5,6,"LNF",745.61,301.74,"300-999.9 acres"
"2710","",0,0,1955,"UNKNOWN",1,0,"E","USF","",19550000,19550000,5,6,"LNF",447.31,181.02,"300-999.9 acres"
"2711","",0,0,1955,"UNKNOWN",1,0,"G","USF","",19550000,19550000,5,6,"LNF",17903.75,7245.39,"5000+ acres"
"2712","",0,0,1974,"UNKNOWN",9,0,"C","USF","",19740000,19740000,5,2,"CNF",41.26,16.7,"10-99.9 acres"
"2713","",0,0,1974,"UNKNOWN",9,0,"C","USF","",19740000,19740000,5,2,"CNF",53.68,21.72,"10-99.9 acres"
"2714","",0,0,1974,"UNKNOWN",9,0,"D","USF","",19740000,19740000,5,2,"CNF",155.45,62.91,"100-299.9 acres"
"2715","",0,0,1974,"UNKNOWN",9,0,"D","USF","",19740000,19740000,5,2,"CNF",147.36,59.64,"100-299.9 acres"
"2716","",0,0,1974,"UNKNOWN",9,0,"D","USF","",19740000,19740000,5,2,"CNF",158.75,64.24,"100-299.9 acres"
"2717","",0,0,1988,"UNKNOWN",1,0,"C","USF","",19880000,19880000,5,4,"INF",10.39,4.2,"10-99.9 acres"
"2718","",0,0,1988,"UNKNOWN",1,0,"C","USF","",19880000,19880000,5,4,"INF",20.08,8.13,"10-99.9 acres"
"2719","",0,0,1988,"UNKNOWN",9,0,"E","USF","",19880000,19880000,5,4,"INF",614.94,248.86,"300-999.9 acres"
"2720","RENNER",11,8,1988,"UNKNOWN",1,200,"D","USF","",19880811,19880814,5,9,"MDF",253.11,102.43,"100-299.9 acres"
"2721","PUPPY",22,8,1988,"UNKNOWN",1,20,"C","USF","",19880822,19880822,5,9,"MDF",17.08,6.91,"10-99.9 acres"
"2722","",0,0,1943,"UNKNOWN",9,0,"E","USF","",19430000,19430000,5,14,"SHF",424.85,171.93,"300-999.9 acres"
"2723","PENNSYLVANIA",4,10,1921,"UNKNOWN",9,0,"D","USF","Containment 'fire_day' estimated",19211004,19211004,5,3,"ENF",273.43,110.65,"100-299.9 acres"
"2724","",0,0,1944,"UNKNOWN",9,0,"E","USF","",19440000,19440000,5,7,"LPF",563.47,228.03,"300-999.9 acres"
"2725","",0,0,1944,"UNKNOWN",9,0,"G","USF","",19440000,19440000,5,7,"LPF",17750.02,7183.18,"5000+ acres"
"2726","",0,0,1944,"UNKNOWN",9,0,"E","USF","",19440000,19440000,5,7,"LPF",488.78,197.8,"300-999.9 acres"
"2727","",0,0,1944,"UNKNOWN",9,0,"G","USF","",19440000,19440000,5,2,"CNF",64419.62,26069.7,"5000+ acres"
"2728","",0,0,1944,"UNKNOWN",9,0,"D","USF","",19440000,19440000,5,2,"CNF",180.27,72.95,"100-299.9 acres"
"2729","",0,0,1944,"UNKNOWN",9,0,"C","USF","",19440000,19440000,5,2,"CNF",25.48,10.31,"10-99.9 acres"
"2730","",0,0,1944,"UNKNOWN",9,0,"C","USF","",19440000,19440000,5,2,"CNF",41.76,16.9,"10-99.9 acres"
"2731","N/A",22,8,1944,"UNKNOWN",1,0,"B","USF","",19440822,19440000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2732","",0,0,1945,"UNKNOWN",9,0,"D","USF","",19450000,19450000,5,2,"CNF",181.26,73.35,"100-299.9 acres"
"2733","",0,0,1945,"UNKNOWN",1,0,"C","USF","",19450000,19450000,5,14,"SHF",74.91,30.31,"10-99.9 acres"
"2734","KELSEY FIRE NO. 1",20,6,1945,"UNKNOWN",1,0,"C","USF","",19450620,19450000,5,5,"KNF",49.99,20.23,"10-99.9 acres"
"2735","KELSEY #2",9,7,1945,"UNKNOWN",1,0,"C","USF","",19450709,19450000,5,5,"KNF",23.8,9.63,"10-99.9 acres"
"2736","RED HILLS",10,7,1945,"UNKNOWN",1,0,"C","USF","",19450710,19450000,5,5,"KNF",35,14.16,"10-99.9 acres"
"2737","IRVING MTN.",11,7,1945,"UNKNOWN",1,0,"C","USF","",19450711,19450000,5,5,"KNF",23.06,9.33,"10-99.9 acres"
"2738","IRVING CREEK",11,7,1945,"UNKNOWN",1,0,"C","USF","",19450711,19450000,5,5,"KNF",54.96,22.24,"10-99.9 acres"
"2739","STEINACHER #2",11,7,1945,"UNKNOWN",1,0,"C","USF","",19450711,19450000,5,5,"KNF",32.99,13.35,"10-99.9 acres"
"2740","PORTUGUESE PEAK",11,7,1945,"UNKNOWN",1,0,"D","USF","",19450711,19450000,5,5,"KNF",280.85,113.66,"100-299.9 acres"
"2741","BLACK MTN.",11,7,1945,"UNKNOWN",1,0,"D","USF","",19450711,19450000,5,5,"KNF",110.36,44.66,"100-299.9 acres"
"2742","BEAR",11,7,1945,"UNKNOWN",1,0,"C","USF","",19450711,19450000,5,5,"KNF",79.77,32.28,"10-99.9 acres"
"2743","BELL GLENN",31,7,1945,"UNKNOWN",9,0,"E","USF","",19450731,19450000,5,5,"KNF",589.33,238.49,"300-999.9 acres"
"2744","BUCKHORN GULCH",5,8,1945,"UNKNOWN",1,0,"C","USF","",19450805,19450000,5,5,"KNF",13.96,5.65,"10-99.9 acres"
"2745","CLEAR CREEK",5,8,1945,"UNKNOWN",1,0,"C","USF","",19450805,19450000,5,5,"KNF",42.54,17.21,"10-99.9 acres"
"2746","WHISKEY BUTTE",6,8,1945,"UNKNOWN",1,0,"D","USF","",19450806,19450000,5,5,"KNF",160.25,64.85,"100-299.9 acres"
"2747","FOUR MILE THOMPSON",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",22,8.9,"10-99.9 acres"
"2748","",28,7,1968,"UNKNOWN",9,0,"B","USF","",19680728,19680000,4,21,"TOI",4.42,1.79,"0.26-9.9 acres"
"2749","RAIDER",6,7,1968,"UNKNOWN",1,0,"C","USF","",19680706,19680000,5,9,"MDF",62.72,25.38,"10-99.9 acres"
"2750","",0,0,1957,"UNKNOWN",9,0,"D","USF","",19570000,19570000,5,13,"SQF",216.21,87.5,"100-299.9 acres"
"2751","",0,0,1957,"UNKNOWN",9,0,"E","USF","",19570000,19570000,5,13,"SQF",379.17,153.44,"300-999.9 acres"
"2752","",0,0,1957,"UNKNOWN",9,0,"C","USF","",19570000,19570000,5,13,"SQF",42.07,17.03,"10-99.9 acres"
"2753","",0,0,1957,"UNKNOWN",9,0,"B","USF","",19570000,19570000,5,13,"SQF",6.82,2.76,"0.26-9.9 acres"
"2754","CHARLEY CREEK",13,8,1957,"UNKNOWN",9,0,"F","USF","",19570813,19570000,5,13,"SQF",1563.93,632.9,"1000-4999.9 acres"
"2755","",0,0,1957,"UNKNOWN",9,0,"E","USF","",19570000,19570000,5,2,"CNF",332.85,134.7,"300-999.9 acres"
"2756","BOULDER CREEK",22,8,1957,"UNKNOWN",9,0,"F","USF","",19570822,19570000,5,7,"LPF",3734.05,1511.12,"1000-4999.9 acres"
"2757","",24,6,1957,"UNKNOWN",8,0,"D","USF","",19570624,19570000,4,21,"TOI",283.9,114.89,"100-299.9 acres"
"2758","",29,7,1957,"UNKNOWN",4,0,"C","USF","",19570729,19570000,4,21,"TOI",47.09,19.06,"10-99.9 acres"
"2759","",0,0,1960,"UNKNOWN",9,0,"F","USF","",19600000,19600000,5,11,"PNF",3720.25,1505.53,"1000-4999.9 acres"
"2760","",0,0,1960,"UNKNOWN",9,0,"C","USF","",19600000,19600000,5,11,"PNF",61.92,25.06,"10-99.9 acres"
"2761","",0,0,1960,"UNKNOWN",9,0,"D","USF","",19600000,19600000,5,11,"PNF",136.23,55.13,"100-299.9 acres"
"2762","",0,0,1960,"UNKNOWN",1,0,"D","USF","",19600000,19600000,5,11,"PNF",146.46,59.27,"100-299.9 acres"
"2763","",0,0,1960,"UNKNOWN",9,0,"D","USF","",19600000,19600000,5,16,"STF",249.72,101.06,"100-299.9 acres"
"2764","",0,0,1960,"UNKNOWN",9,0,"C","USF","",19600000,19600000,5,16,"STF",32.73,13.25,"10-99.9 acres"
"2765","",0,0,1960,"UNKNOWN",9,0,"F","USF","",19600000,19600000,5,16,"STF",2116.26,856.42,"1000-4999.9 acres"
"2766","",0,0,1960,"UNKNOWN",9,0,"C","USF","",19600000,19600000,5,16,"STF",16.88,6.83,"10-99.9 acres"
"2767","",0,0,1960,"UNKNOWN",1,0,"B","USF","",19600000,19600000,5,16,"STF",5.8,2.35,"0.26-9.9 acres"
"2768","",0,0,1972,"UNKNOWN",1,0,"B","USF","",19720000,19720000,5,17,"TNF",4.25,1.72,"0.26-9.9 acres"
"2769","UKONOM TRAIL",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",13.06,5.28,"10-99.9 acres"
"2770","BURNEY VALLEY",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",12.08,4.89,"10-99.9 acres"
"2771","ROBINSON GULCH #1",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",15.06,6.1,"10-99.9 acres"
"2772","POISON HOLE",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",27.14,10.98,"10-99.9 acres"
"2773","BIG CLIFF #2",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",12.05,4.88,"10-99.9 acres"
"2774","DEADMAN GULCH",6,8,1945,"UNKNOWN",1,0,"C","USF","",19450806,19450000,5,5,"KNF",19.92,8.06,"10-99.9 acres"
"2775","LAKE",29,8,1945,"UNKNOWN",1,0,"C","USF","",19450829,19450000,5,5,"KNF",35.05,14.18,"10-99.9 acres"
"2776","MIDDLE CREEK",29,8,1945,"UNKNOWN",1,0,"C","USF","",19450829,19450000,5,5,"KNF",22.27,9.01,"10-99.9 acres"
"2777","THOMAS RANCH",6,9,1945,"UNKNOWN",9,0,"E","USF","",19450906,19450000,5,5,"KNF",315.48,127.67,"300-999.9 acres"
"2778","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,13,"SQF",43.06,17.43,"10-99.9 acres"
"2779","",0,0,1946,"UNKNOWN",9,0,"F","USF","",19460000,19460000,5,13,"SQF",1566.18,633.81,"1000-4999.9 acres"
"2780","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,2,"CNF",87.44,35.39,"10-99.9 acres"
"2781","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,2,"CNF",73.1,29.58,"10-99.9 acres"
"2782","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,9,"MDF",28.41,11.5,"10-99.9 acres"
"2783","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,9,"MDF",94.52,38.25,"10-99.9 acres"
"2784","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,9,"MDF",9.84,3.98,"10-99.9 acres"
"2785","",0,0,1946,"UNKNOWN",9,0,"C","USF","",19460000,19460000,5,9,"MDF",67.58,27.35,"10-99.9 acres"
"2786","",0,0,1946,"UNKNOWN",9,0,"D","USF","",19460000,19460000,5,9,"MDF",183.92,74.43,"100-299.9 acres"
"2787","LITTLESANDBU",7,5,1946,"UNKNOWN",9,0,"B","USF","",19460507,19460000,5,9,"MDF",3.3,1.33,"0.26-9.9 acres"
"2788","BLUE LAKE",16,8,1946,"UNKNOWN",1,0,"C","USF","",19460816,19460000,5,9,"MDF",32.94,13.33,"10-99.9 acres"
"2789","N/A",8,8,1946,"UNKNOWN",1,0,"B","USF","",19460808,19460000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2790","DARTT",12,8,1946,"UNKNOWN",3,0,"C","USF","",19460812,19460000,5,10,"SRF",20.91,8.46,"10-99.9 acres"
"2791","SCHOOL",19,7,1946,"UNKNOWN",5,0,"C","USF","",19460719,19460000,5,10,"SRF",74.68,30.22,"10-99.9 acres"
"2792","SOUTH CAMP",24,7,1946,"UNKNOWN",1,0,"B","USF","",19460724,19460000,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"2793","SWEETWATER #2",24,4,1946,"UNKNOWN",3,0,"C","USF","",19460424,19460000,5,5,"KNF",10.01,4.05,"10-99.9 acres"
"2794","POLLOCK GULCH",21,4,1946,"UNKNOWN",9,0,"C","USF","",19460421,19460000,5,5,"KNF",18.62,7.54,"10-99.9 acres"
"2795","TEN MILE",20,6,1946,"UNKNOWN",1,0,"C","USF","",19460620,19460000,5,5,"KNF",29.09,11.77,"10-99.9 acres"
"2796","DUTCH CREEK",18,7,1946,"UNKNOWN",3,0,"C","USF","",19460718,19460000,5,5,"KNF",53.05,21.47,"10-99.9 acres"
"2797","TAYLOR CREEK #1",22,7,1946,"UNKNOWN",1,0,"C","USF","",19460722,19460000,5,5,"KNF",23.98,9.7,"10-99.9 acres"
"2798","WATER TANK",3,8,1946,"UNKNOWN",8,0,"C","USF","",19460803,19460000,5,5,"KNF",10.01,4.05,"10-99.9 acres"
"2799","MACHADO",22,8,1946,"UNKNOWN",9,0,"C","USF","",19460822,19460000,5,5,"KNF",57.15,23.13,"10-99.9 acres"
"2800","BOULDER GULCH",21,6,1946,"UNKNOWN",9,0,"F","USF","",19460621,19460000,5,5,"KNF",1655.27,669.86,"1000-4999.9 acres"
"2801","",0,0,1955,"UNKNOWN",1,0,"F","USF","",19550000,19550000,5,14,"SHF",3214.39,1300.82,"1000-4999.9 acres"
"2802","BOLAM",5,6,1955,"UNKNOWN",9,0,"E","USF","",19550605,19550000,5,14,"SHF",446.23,180.58,"300-999.9 acres"
"2803","",0,0,1956,"UNKNOWN",9,0,"C","USF","",19560000,19560000,5,17,"TNF",79.84,32.31,"10-99.9 acres"
"2804","",0,0,1959,"UNKNOWN",9,0,"C","USF","",19590000,19590000,5,17,"TNF",10.09,4.08,"10-99.9 acres"
"2805","JONES",0,0,1973,"UNKNOWN",7,0,"C","USF","",19730000,19730000,5,16,"STF",33.03,13.37,"10-99.9 acres"
"2806","ADIN",30,8,1973,"UNKNOWN",2,40,"C","USF","",19730830,19730831,5,9,"MDF",43.76,17.71,"10-99.9 acres"
"2807","",0,0,1973,"UNKNOWN",1,0,"C","USF","",19730000,19730000,5,9,"MDF",22.54,9.12,"10-99.9 acres"
"2808","9 MILE",19,8,1973,"UNKNOWN",2,21820,"G","USF","",19730819,19730822,5,9,"MDF",18726.96,7578.53,"5000+ acres"
"2809","BIGHORN",11,7,1973,"UNKNOWN",1,417,"E","USF","",19730711,19730713,5,9,"MDF",426.9,172.76,"300-999.9 acres"
"2810","",0,0,1922,"UNKNOWN",9,0,"D","USF","",19220000,19220000,5,7,"LPF",160.35,64.89,"100-299.9 acres"
"2811","",0,0,1920,"UNKNOWN",9,0,"E","USF","",19200000,19200000,5,7,"LPF",318.65,128.95,"300-999.9 acres"
"2812","OTAY #12",31,8,1980,"UNKNOWN",9,0,"D","USF","",19800831,19800000,5,2,"CNF",168.31,68.11,"100-299.9 acres"
